mid,det_lmin2,det_lmin8
2024.10.14startup_a,99.49832775919732,87.123745819398
2024.10.14startup_a,99.44331983805668,84.7165991902834
2024.10.14startup_a,98.84708737864078,60.74029126213592
2024.10.14startup_a,98.16420193778684,68.94441611422744
2024.10.14startup_a,98.71181450128819,84.61538461538461
2024.10.14startup_a,98.85791064830366,86.16056432650319
2024.10.14startup_a,98.13641446142378,73.12709653373089
2024.10.14startup_a,99.19571045576407,89.18677390527256
2024.10.14startup_a,99.19336252592764,87.09380041484214
2024.10.14startup_a,99.16770703287557,79.83770287141074
2024.10.14startup_a,99.51718810351487,90.86519891850135
2024.10.14startup_a,99.58301743745261,91.09173616376043
2024.10.14startup_a,99.58301743745261,91.09173616376043
2024.10.14startup_a,99.6969696969697,94.75378787878788
2024.10.14startup_a,99.36018957345972,91.13744075829383
2024.10.14startup_a,99.37369519832986,91.32451867316168
2024.10.14startup_a,99.73582605161552,96.30156472261736
2024.10.14startup_a,97.86859601095033,94.6030504497458
2024.10.14startup_a,99.72624168947986,93.82088384825968
2024.10.14startup_a,99.5818661971831,92.73767605633803
2024.10.14startup_a,99.39320388349515,79.64199029126213
2024.10.14startup_a,99.34768427919113,92.62883235485975
2024.10.14startup_a,98.97993879632779,78.2046922815369
2024.10.14startup_a,98.47966552641581,68.07297605473204
2024.10.14startup_a,97.27112676056338,44.67429577464789
2024.10.14startup_a,97.22050648548486,45.583693638048175
2024.10.14startup_a,96.84653118430273,52.34758234057463
2024.10.14startup_a,97.92776791000593,66.13380698638248
2024.10.14startup_a,98.49720910261915,77.97337913267496
2024.10.14startup_a,99.20996657550896,87.51139471285323
2024.10.14startup_a,99.53548387096774,89.93548387096774
2024.10.14startup_a,99.73460721868365,94.4267515923567
2024.10.14startup_a,99.69953564599837,97.48702540289538
2024.10.14startup_a,99.73474801061008,93.57500736811082
2024.10.14startup_a,99.61904761904762,90.62857142857143
2024.10.14startup_a,98.65304226660474,74.12912215513238
2024.10.14startup_a,97.48774509803921,59.55882352941177
2024.10.14startup_a,97.13235294117646,56.1764705882353
2024.10.14startup_a,97.25792630676949,47.98628963153385
2024.10.14startup_a,97.64532744665195,64.16482707873436
2024.10.14startup_a,96.71396564600448,61.687826736370425
2024.10.14startup_a,97.32190680235672,66.30958757364756
2024.10.14startup_a,97.13453132588636,62.45750364254492
2024.10.14startup_a,98.65116279069767,72.83720930232558
2024.10.14startup_a,99.22077922077922,73.50649350649351
2024.10.14startup_a,99.37223042836041,80.096011816839
2024.10.14startup_a,99.059089198344,73.54158825743319
2024.10.14startup_a,99.32254422280768,78.77305231464057
2024.10.14startup_a,99.51745671302866,92.19415271075788
2024.10.14startup_a,99.79624179307223,96.35499207606973
2024.10.14startup_a,99.79624179307223,96.35499207606973
2024.10.14startup_a,99.79624179307223,96.35499207606973
2024.10.14startup_a,99.79624179307223,86.23500113199003
2024.10.14startup_a,99.94309559939302,98.91881638846738
