second,entropy_g,det_g,rmse_g
30,44.75106711533658,67.51389992057189,
31,44.28845374645826,70.34029389017788,
32,43.52269808044884,72.46268656716418,
33,42.66857577461472,74.37095614665708,
34,42.66857577461472,79.07979870596694,
35,42.205698855740906,82.3342736248237,
36,41.201475908016484,83.86440677966101,
37,40.61663248498667,82.92763157894737,
38,39.96955059767486,85.02230720203951,
39,39.25683211853661,86.89889025893959,
40,38.47435654824519,88.5646217986897,
41,37.11978640619812,89.12732474964234,
42,36.21551613471718,89.56665746618825,
43,35.226580720919266,89.99733971801011,
44,34.14389229760498,90.41762746605175,
45,32.955416535963224,90.82614056720098,
46,31.644545852070138,91.22182680901543,
47,30.186980435461052,91.9005247547342,
48,28.54386692752165,92.45448563281421,
49,26.642935124125373,92.89479232553236,
50,24.295854092396755,93.23201621073962,
51,24.295854092396755,93.23201621073962,
52,24.295854092396755,93.23201621073962,
53,24.295854092396755,93.23201621073962,
54,24.295854092396755,93.23201621073962,
55,24.295854092396755,93.23201621073962,
56,24.295854092396755,93.23201621073962,
57,24.295854092396755,93.23201621073962,
58,24.295854092396755,93.23201621073962,
59,24.295854092396755,93.23201621073962,
60,24.295854092396755,93.23201621073962,
61,24.295854092396755,84.4579533941236,5.730475307335112
62,24.295854092396755,88.24721377912867,5.6118098573768
63,24.295854092396755,92.11752786220872,6.370069510346199
64,24.295854092396755,96.06889564336373,
65,21.936728706469804,96.27752874683297,
66,18.583382726730086,96.41919760029997,
67,17.243309173983988,96.8840579710145,
68,17.243309173983988,96.8840579710145,
69,17.243309173983988,96.8840579710145,
70,17.243309173983988,87.3731884057971,6.800205448732083
71,17.243309173983988,90.97826086956522,6.4688507877762165
72,17.243309173983988,94.65579710144928,6.309143023351976
73,17.243309173983988,98.40579710144928,
74,15.771840735738898,98.7574378718936,
75,14.138597169604772,99.01960784313725,
76,12.291842053933312,99.20013059092393,
77,10.12240784152537,99.30643127364439,
78,8.2543586470295,99.4666260286498,
79,6.064004032844547,99.55804360636417,
80,3.0370119579712087,99.58701224722302,
81,-0.0,99.61432506887053,
82,-0.0,99.61432506887053,
83,-0.0,99.61432506887053,
84,-0.0,99.61432506887053,
85,-0.0,99.61432506887053,
86,-0.0,99.61432506887053,
87,-0.0,99.61432506887053,
88,-0.0,99.61432506887053,3.6604994301282385
89,-0.0,99.61432506887053,3.431556203823437
90,-0.0,99.61432506887053,3.2510582633427436
91,-0.0,99.61432506887053,3.270449940008026
92,-0.0,99.61432506887053,3.2891189888381938
93,-0.0,99.61432506887053,3.303725017294972
94,-0.0,99.61432506887053,2.646334528098966
95,-0.0,99.61432506887053,2.2640171513400205
96,1.7263595531412619,99.6078431372549,2.028750167395876
97,4.189190988298596,99.5511149724877,1.8870101169092317
98,6.208061115907181,99.4311377245509,1.809945820853898
99,8.82711055601621,99.33395291201983,1.824538278139852
100,11.259098746546254,99.26211100417068,1.8192756986514953
101,13.99237773103026,99.18550531914893,1.8000781559738823
102,16.97207158517446,99.13793103448276,1.794187704571186
103,19.038962922644547,98.99874843554443,1.7769911714109372
104,21.60377758527583,98.86806457598813,1.7924196772889067
105,23.98052516862657,98.7661461345672,1.8188980102460337
106,25.911726187499855,98.57800921289805,1.8542011525146953
107,27.585736574734497,98.29415435822759,1.8954249749079417
108,29.07485312338777,98.07733851803846,1.9366020886793869
109,30.41795750758273,98.00403677954698,1.9732659173652072
110,31.63937973271265,97.92878752618105,2.0059039350004046
111,32.75575962719217,97.85179821385469,2.03401049460767
112,33.779166003733614,97.77332999749812,2.0571682331500303
113,34.718723665206625,97.69370303187354,2.075017541282303
114,35.58154644785925,97.61330115312416,2.0960743356960356
115,36.3733109155815,97.53257554754644,2.1025064920709187
116,37.09862848430816,97.45204695104495,2.102733483375763
117,37.76129722515281,97.37230587540597,2.0965591628807734
118,38.36447816508192,97.2940103374886,2.0838433223777972
119,38.91082221505645,97.21788058768365,2.0645378490695623
120,39.402563668746524,97.14469040744305,2.038726115472609
121,39.841590376071714,97.07525468287874,2.0065419790723147
122,40.22949720374264,97.01041316761841,1.9681289298555513
123,40.56762722853781,96.95101062007537,1.9236398304309732
124,40.85710372108826,96.89787382363193,1.8732034967274889
125,41.09885506265127,96.85178634594978,1.817108284174059
126,41.293634117368214,96.81346222699607,1.7575211511647377
127,41.442033151479436,96.78352005782436,1.81623450523941
128,41.544495083168925,96.76245907602765,2.364341861232994
129,41.60132162025517,96.75063891931362,3.0938070995847635
130,41.61267867029385,96.74826452320059,3.7255934052261197
131,41.578599270003316,96.75537732409771,4.518774952722789
132,41.498984164752656,96.77185346391005,5.644322332861394
133,41.37360006372673,96.79740913997841,6.96970583353844
134,41.202075493394936,96.8316126735493,8.42155244381269
135,40.98389406243924,96.87390235335441,8.691236201465387
136,40.718384825839784,96.92360871068095,8.936603654601505
137,40.40470928262017,96.97997964031218,9.154248727200583
138,40.04184434499828,97.04220671319375,9.350920772370445
139,39.62856035373236,97.10945112049367,9.531002495094675
