feature,a,b,mean_a,mean_b,p,q,sig
question_density,TRANSITION,INTERIOR_HANDOFF,0.3502217368476286,0.3790225618003395,0.03772213470279381,0.056583202054190714,
question_density,TRANSITION,INTERIOR_OTHER,0.3502217368476286,0.3821911137501177,0.02928102388705191,0.056583202054190714,
question_density,INTERIOR_HANDOFF,INTERIOR_OTHER,0.3790225618003395,0.3821911137501177,0.6282342232994712,0.6282342232994712,
