definition,chi2,dof,p,min_expected
init_primary,2.8172183193985525,2,0.2444830837201822,61.07338444687842
init_floor,3.64155181310629,2,0.16190008285160182,66.84556407447974
init_question,1.8368941828953136,2,0.3991383854798264,42.825910931174086
