mid,ep,n_utt,sec_start,sec_end,entropy_g,det_g,rmse_g,arguable,converge,disagree,delim,nonarg,iam1,iam2,iam3,iam4,iam5,disput,cumul,explor,bgiveinfo,bgiveopin,bgivesug,baskinfo,baskopin,basksug,bsolid,btension,bagree,bdisagree,btensh,bantag,qset,qprop,directive,commissive,feedback,namep,linkp,names,links,linkc,cprod,proact,struct,ginfo,ktrans,coop,type,pos
2024.12.23startup_b,26,15,5024.0,5111.0,52.69282944199538,53.30759412500424,12.924015627211832,10,2,1,2,2,7,1,3,1,1,0,3,4,6,4,2,1,0,0,1,0,2,1,0,0,0,1,2,0,1,2,2,2,1,1,0,3,1,4,3,0,2,0.896551724137931
2024.12.23startup_b,27,20,5114.0,5349.0,34.30575720825845,81.97719304200855,8.095498542375077,13,3,1,3,2,8,1,4,1,1,0,4,5,7,6,3,1,0,0,1,0,2,1,0,0,0,1,2,1,1,2,2,3,2,1,0,4,2,5,4,0,2,0.9310344827586208
2024.12.23startup_b,28,9,5361.0,5409.0,51.752901551082694,47.54710680676105,10.948371029423976,5,2,0,2,1,3,0,2,0,1,0,2,2,3,2,2,0,0,0,1,0,2,0,0,0,0,0,2,1,1,1,0,1,1,1,0,2,2,2,1,0,2,0.9655172413793104
2024.12.23startup_b,29,16,5413.0,5511.0,46.229652131205015,47.53752837012507,12.16612024533672,4,3,0,1,8,4,0,0,0,1,0,2,0,3,2,0,0,0,0,3,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,1,0,4,3,1.0
2025.01.06startup_a,0,30,0.0,166.0,43.501569613389975,77.69736560424572,12.259831874025908,4,3,0,2,24,4,0,0,0,0,0,4,0,10,2,1,4,0,0,2,2,4,0,2,0,2,3,1,0,4,1,0,0,0,0,0,2,2,6,0,2,3,0.0
2025.01.06startup_a,1,26,167.0,496.0,22.419090672384023,91.8771721093207,5.464442228132812,14,4,0,3,4,12,0,2,1,1,0,5,3,12,5,2,1,0,0,2,0,3,0,0,0,0,0,1,2,2,1,1,4,2,1,0,6,3,10,3,2,1,0.0285714285714285
2025.01.06startup_a,2,25,497.0,663.0,70.66984160516998,74.6904840697735,9.03984561989837,15,3,1,3,3,11,1,3,3,2,0,4,5,10,6,3,1,1,0,1,0,3,0,0,0,0,1,2,1,2,2,2,3,3,2,0,5,3,7,4,1,1,0.0571428571428571
2025.01.06startup_a,3,23,683.0,1140.0,28.47741975129858,95.15428335147092,4.297337065574373,13,3,1,4,3,9,1,3,2,2,0,3,5,9,5,2,1,0,0,2,0,3,0,1,0,0,0,1,1,2,2,2,2,2,1,0,4,2,6,3,1,1,0.0857142857142857
2025.01.06startup_a,4,9,1147.0,1173.0,76.55627127840133,53.81711514635188,15.470604323150228,5,2,0,2,2,4,0,1,1,1,0,2,1,3,3,1,0,0,0,1,0,2,0,0,0,0,0,1,0,1,1,0,1,1,0,0,2,1,2,1,0,1,0.1142857142857142
2025.01.06startup_a,5,22,1183.0,1385.0,49.26092443672812,83.84937367623576,6.312891540499932,13,4,1,3,3,9,1,3,2,3,0,4,4,9,6,3,1,0,0,3,0,4,0,0,0,0,1,1,1,2,2,2,3,2,2,0,4,3,5,3,2,2,0.1428571428571428
2025.01.06startup_a,6,13,1407.0,1480.0,53.572006746489265,69.39342327082161,8.152418831384034,8,3,0,2,2,6,0,2,2,2,0,3,3,5,4,2,0,0,0,1,0,3,0,0,0,0,1,1,1,1,1,1,2,2,1,0,3,2,3,2,1,2,0.1714285714285714
2025.01.06startup_a,7,14,1483.0,1600.0,58.70071963967004,73.95169913314827,8.991987459399347,9,2,1,2,2,6,1,2,2,1,0,3,3,6,4,2,1,0,0,1,0,2,0,0,0,0,1,1,0,1,1,1,2,2,1,0,3,1,4,2,1,2,0.2
2025.01.06startup_a,8,13,1609.0,1668.0,67.07246055649621,74.36773882345864,7.646052078352059,8,3,0,2,2,6,0,2,1,2,0,3,2,6,3,2,0,0,0,1,0,3,0,0,0,0,1,1,1,1,1,0,2,1,1,0,3,2,3,1,1,1,0.2285714285714285
2025.01.06startup_a,9,39,1697.0,2044.0,56.74210425186951,78.823062385692,8.128453314879165,24,5,2,4,4,17,2,5,4,3,0,6,7,18,8,4,2,1,0,2,0,5,1,0,0,1,1,2,2,3,3,3,4,4,3,0,7,4,11,5,2,1,0.2571428571428571
2025.01.06startup_a,10,26,2045.0,2201.0,71.06316586696688,52.3920847928561,10.465890733571712,16,3,1,3,3,12,1,3,2,2,0,4,4,13,5,3,1,0,0,2,1,3,0,0,0,0,1,2,1,2,2,2,3,2,2,0,5,4,8,3,1,1,0.2857142857142857
2025.01.06startup_a,11,18,2203.0,2291.0,66.04320428289483,44.31177800350643,11.051552229451456,11,3,0,2,2,8,1,2,2,2,0,3,3,8,4,2,1,0,0,2,1,3,0,0,0,0,1,1,1,1,1,1,2,1,1,0,4,2,5,2,2,1,0.3142857142857143
2025.01.06startup_a,12,29,2296.0,2628.0,37.40341486231042,87.27169759917659,5.659141133758651,18,4,1,3,3,13,1,4,3,2,0,5,5,13,7,3,1,1,0,3,1,4,0,0,0,1,2,2,1,2,2,2,3,3,2,0,5,3,8,4,2,1,0.3428571428571428
2025.01.06startup_a,13,26,2666.0,3021.0,35.93595825673391,89.39301159960263,4.8497643842366065,17,3,2,3,3,12,1,4,3,2,0,4,5,13,6,2,1,0,0,1,0,3,1,0,0,0,1,1,1,2,2,2,3,2,2,0,4,2,9,4,1,1,0.3714285714285714
2025.01.06startup_a,14,10,3025.0,3087.0,67.2939540152217,73.96559591048356,7.199968312855261,6,2,0,2,2,5,0,2,1,1,0,2,2,4,3,2,0,0,0,1,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,0,2,1,3,2,0,2,0.4
2025.01.06startup_a,15,20,3096.0,3252.0,52.953729390077584,81.9108457850176,5.38434854318735,12,3,1,3,2,9,1,3,2,1,0,3,4,9,5,2,1,1,0,1,0,3,0,0,0,0,1,1,1,2,2,2,2,2,2,0,4,1,6,3,1,2,0.4285714285714285
2025.01.06startup_a,16,9,3254.0,3387.0,51.53391301124173,83.82093500059818,6.3544104175244485,5,2,0,1,2,4,0,1,1,1,0,2,2,4,3,1,1,1,0,1,0,2,0,0,0,1,0,1,1,1,1,1,1,1,1,0,2,1,2,1,1,2,0.4571428571428571
2025.01.06startup_a,17,10,3408.0,3438.0,68.47283276329483,56.591804915547065,10.72609669914974,6,2,1,2,1,4,1,2,1,1,0,2,3,4,4,1,0,0,0,1,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,0,2,1,2,2,1,2,0.4857142857142857
2025.01.06startup_a,18,13,3440.0,3535.0,51.53737813736916,75.89855830386088,7.674986335837471,8,2,1,2,2,6,1,2,2,1,0,2,4,5,5,1,0,0,0,1,1,2,0,0,0,0,0,1,0,1,1,2,2,2,1,0,3,1,3,3,0,2,0.5142857142857142
2025.01.06startup_a,19,12,3536.0,3588.0,72.69083697008296,49.9700570204347,9.726653689467978,8,2,1,2,1,5,1,2,2,1,0,2,4,5,5,1,0,0,0,1,0,2,0,0,0,0,0,1,0,1,2,2,2,2,1,0,3,1,3,3,0,2,0.5428571428571428
2025.01.06startup_a,20,14,3594.0,3710.0,46.19747628161764,77.53073149924802,8.0419837973296,9,2,1,3,1,6,1,2,2,1,0,2,4,5,5,2,0,1,0,1,0,2,0,0,0,1,1,1,0,1,1,2,2,3,1,0,3,2,4,3,0,2,0.5714285714285714
2025.01.06startup_a,21,9,3710.0,3782.0,67.38983578495622,81.21552172095227,5.574307010481335,5,2,0,2,1,4,0,2,1,1,0,2,2,3,3,2,0,0,0,1,0,2,0,0,0,1,0,1,1,1,1,1,1,1,1,0,2,1,2,1,0,2,0.6
2025.01.06startup_a,22,19,3785.0,3888.0,46.382661462220305,66.31554566686111,8.87617349076151,12,3,1,3,2,9,1,3,2,1,0,3,4,9,5,2,1,0,0,1,0,3,0,0,0,0,1,1,1,2,2,2,2,2,2,0,4,2,6,3,1,2,0.6285714285714286
2025.01.06startup_a,23,11,3911.0,3962.0,40.87691496460021,78.88194395456475,7.955077359913064,7,2,1,2,1,5,1,2,2,1,0,2,4,4,5,1,0,0,0,1,0,2,0,0,0,0,0,1,0,1,2,2,1,2,1,0,2,1,3,3,0,2,0.6571428571428571
2025.01.06startup_a,24,18,3963.0,4081.0,45.22872508744299,68.91075099131842,8.910018636093449,11,3,1,3,2,8,1,3,2,2,0,3,4,8,5,3,1,1,0,1,0,3,0,0,0,0,1,2,2,2,2,1,3,2,1,0,4,3,5,3,1,2,0.6857142857142857
2025.01.06startup_a,25,33,4089.0,4282.0,72.47273702402978,57.18115320287063,12.698038820422168,20,4,2,4,4,14,2,4,3,3,0,5,6,15,8,4,2,1,0,2,1,4,1,0,0,1,2,2,2,3,3,3,4,4,2,0,6,4,9,4,1,1,0.7142857142857143
2025.01.06startup_a,26,11,4284.0,4375.0,61.44836727058341,68.18086616086966,7.79213126230441,7,2,1,2,1,5,1,2,2,1,0,2,3,5,4,1,0,0,0,1,0,2,0,0,0,0,1,1,0,1,1,1,2,1,1,0,3,1,3,2,0,2,0.7428571428571429
2025.01.06startup_a,27,28,4378.0,4686.0,48.28012760464812,80.93630963758835,6.879950715319136,18,4,2,4,3,13,2,4,3,2,0,4,6,13,8,3,1,1,0,1,0,4,1,0,0,0,2,2,1,2,3,3,3,3,2,0,5,3,8,4,1,4,0.7714285714285715
2025.01.06startup_a,28,25,4688.0,4992.0,29.562504709257908,90.59960644529528,5.10490118462565,16,4,1,4,2,11,1,4,3,3,0,4,6,11,8,3,1,0,0,2,0,4,0,0,0,0,1,2,1,3,2,3,3,4,2,0,5,3,7,4,1,2,0.8
2025.01.06startup_a,29,16,5028.0,5144.0,50.870153898977435,64.69074048292306,10.663206606391173,10,3,1,3,2,7,1,3,2,2,0,3,4,7,5,2,1,0,0,1,0,3,0,0,0,0,1,1,1,2,2,2,3,2,2,0,4,2,4,3,1,2,0.8285714285714286
2025.01.06startup_a,30,10,5155.0,5186.0,68.74564665357256,52.32451369809777,6.397021220329397,6,2,0,2,2,5,0,2,1,1,0,2,2,5,3,1,1,0,0,1,0,2,0,0,0,0,1,1,1,1,1,1,2,1,1,0,3,2,3,2,0,2,0.8571428571428571
2025.01.06startup_a,31,10,5191.0,5237.0,76.6755673602737,54.44785077568611,11.738533096145424,6,2,0,2,2,5,0,2,1,1,0,2,2,5,3,2,1,0,0,1,0,2,0,0,0,0,1,2,1,1,1,1,1,1,1,0,3,2,3,1,0,2,0.8857142857142857
2025.01.06startup_a,32,18,5239.0,5343.0,54.86553556790896,68.7940736545934,7.153794835010592,11,3,1,3,2,8,1,3,2,2,0,3,4,8,5,3,1,0,0,1,0,3,0,0,0,0,1,2,1,2,2,1,3,2,1,0,4,3,5,2,1,2,0.9142857142857144
2025.01.06startup_a,33,16,5344.0,5488.0,59.2546783673004,79.03019376677331,8.88404229495329,10,3,1,3,2,7,1,3,2,2,0,3,4,7,5,3,1,0,0,2,0,3,0,0,0,0,1,2,1,2,1,1,3,2,1,0,4,3,4,3,2,2,0.9428571428571428
2025.01.06startup_a,34,16,5494.0,5575.0,66.81598190744239,44.07655206898826,12.412590164195102,10,3,1,3,2,7,1,3,2,2,0,3,4,7,5,3,1,0,0,2,0,3,0,0,0,0,1,2,1,2,1,1,2,2,1,0,4,3,4,2,2,2,0.9714285714285714
2025.01.06startup_a,35,16,5575.0,5684.0,60.177412293379014,84.38142026292788,6.930486018798435,7,4,0,2,5,6,0,1,1,3,0,4,1,5,4,1,0,0,0,4,1,3,0,0,0,0,0,1,1,2,0,0,1,0,0,0,3,2,2,1,5,0,1.0
2025.01.06startup_b,0,14,0.0,515.0,10.502655642108182,95.07297040915842,2.0747704052555096,2,1,0,2,11,3,0,0,0,0,0,2,0,4,1,1,3,1,0,1,1,2,0,0,0,2,3,1,0,2,0,0,0,0,0,0,1,2,2,0,2,3,0.0
2025.01.06startup_b,1,15,516.0,596.0,79.81217302552844,42.38116712441074,25.74793701535494,5,1,0,3,7,6,0,0,0,0,0,3,1,8,2,0,3,1,0,1,1,2,0,1,0,2,2,1,0,1,1,1,0,0,0,0,2,1,4,1,1,3,0.037037037037037
2025.01.06startup_b,2,36,633.0,1058.0,46.45577530179918,82.97186042580651,7.688085765592555,16,3,2,6,9,14,1,2,1,0,1,6,4,15,6,3,3,2,1,1,0,2,1,1,0,2,3,2,2,2,4,3,3,2,1,0,4,3,6,3,1,1,0.074074074074074
2025.01.06startup_b,3,10,1059.0,1103.0,70.92928337975411,50.32613872301083,12.09838091600304,6,1,0,2,3,5,0,1,0,0,0,2,2,4,3,2,0,0,0,2,0,1,0,0,0,0,1,2,1,0,1,0,2,1,0,0,2,2,1,2,1,1,0.1111111111111111
2025.01.06startup_b,4,10,1111.0,1335.0,15.650499778873716,96.17166055229112,3.170030779628211,6,1,0,2,3,4,0,2,1,0,0,2,3,4,4,3,0,0,0,2,0,1,0,0,0,0,0,2,1,0,1,1,2,1,1,0,3,2,1,1,1,2,0.1481481481481481
2025.01.06startup_b,5,21,1336.0,1584.0,62.37921746336069,77.32098965222397,7.649628410020955,12,2,1,4,5,9,1,2,1,0,1,4,4,9,5,2,2,1,0,1,0,1,1,0,0,2,2,1,1,1,3,2,2,1,1,0,3,2,4,2,1,4,0.1851851851851851
2025.01.06startup_b,6,13,1615.0,1642.0,44.83175135576125,47.23584430669287,17.71349894100638,8,2,0,2,4,7,0,1,0,0,0,3,1,7,2,1,2,0,0,0,0,2,0,0,0,1,2,1,0,2,1,0,1,0,0,0,1,3,4,1,0,1,0.2222222222222222
2025.01.06startup_b,7,16,1644.0,1790.0,44.226177282226416,83.78354636169503,7.664854763636267,9,1,2,3,4,7,2,1,1,0,2,2,4,8,4,1,2,1,0,0,0,1,2,0,0,1,1,1,0,1,2,2,1,2,0,0,2,1,4,2,0,4,0.2592592592592592
2025.01.06startup_b,8,14,1796.0,1915.0,46.83772261320567,82.37212747147468,9.38783790339017,9,1,1,3,3,7,1,2,1,0,1,2,4,7,4,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,2,2,1,2,1,0,2,1,3,2,0,4,0.2962962962962963
2025.01.06startup_b,9,25,1920.0,2241.0,46.29438770293498,86.5118695052733,6.625545479006666,15,2,2,5,5,11,2,3,2,0,2,4,6,12,7,2,2,1,1,1,0,2,1,0,0,2,2,1,0,1,4,3,2,2,1,0,4,2,5,3,1,4,0.3333333333333333
2025.01.06startup_b,10,22,2247.0,2511.0,53.23675905495485,78.3360347402446,7.519901966722,14,2,2,4,5,10,2,3,2,0,2,4,6,11,6,3,2,2,1,1,0,2,1,0,0,2,2,2,0,1,3,3,3,2,1,0,4,2,4,2,1,4,0.3703703703703703
2025.01.06startup_b,11,18,2513.0,2682.0,54.25338264509258,78.31887993199682,6.249376104080421,11,2,1,4,4,8,1,3,1,1,1,3,5,9,5,3,2,1,1,1,0,2,1,0,0,1,1,2,1,1,3,2,3,2,1,0,4,2,3,2,1,4,0.4074074074074074
2025.01.06startup_b,12,9,2683.0,2760.0,68.12271708514773,78.0986814304851,5.883573310849541,5,1,0,2,3,4,0,1,0,0,0,2,1,4,2,2,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,2,2,2,1,1,1,0.4444444444444444
2025.01.06startup_b,13,10,2769.0,2844.0,63.48171535941338,70.62982834341658,8.462598140911515,6,1,0,2,3,4,0,1,0,0,0,2,2,4,2,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,2,2,2,1,0,1,0.4814814814814814
2025.01.06startup_b,14,24,2848.0,3031.0,71.42333270403819,65.79978419863801,8.232420135835186,15,2,2,5,5,11,2,3,2,1,2,4,6,12,7,3,2,2,1,1,0,2,1,0,0,2,2,2,0,1,4,3,3,2,1,0,4,2,5,3,1,4,0.5185185185185185
2025.01.06startup_b,15,12,3033.0,3168.0,58.17062406352388,73.41669898261416,9.745001095556406,7,1,0,3,4,5,0,2,1,1,0,2,3,5,3,3,1,0,0,1,0,1,0,0,0,0,1,2,1,1,1,1,2,1,0,0,3,3,2,1,1,2,0.5555555555555556
2025.01.06startup_b,16,24,3172.0,3326.0,53.26491498395912,63.58805358675448,13.642147302367237,15,2,1,5,5,11,1,3,2,1,1,4,5,12,6,3,2,1,1,1,0,2,1,0,0,1,2,3,1,1,3,2,3,2,1,0,4,3,5,2,1,4,0.5925925925925926
2025.01.06startup_b,17,15,3351.0,3569.0,47.14576190412349,91.36608069615698,4.465113842518711,9,1,0,3,4,7,0,2,1,0,0,3,3,8,3,2,2,0,0,1,0,1,0,0,0,1,1,1,0,1,2,2,1,1,1,0,2,2,4,2,0,1,0.6296296296296297
2025.01.06startup_b,18,18,3602.0,3845.0,40.273376193680605,89.83430246758239,4.232196035314477,12,2,1,4,3,9,1,3,2,0,1,3,6,9,6,3,2,1,0,1,0,1,1,0,0,2,1,2,1,1,4,3,3,2,2,0,4,2,4,3,1,4,0.6666666666666666
2025.01.06startup_b,19,10,3847.0,3916.0,67.92540274689789,61.249557875459,12.807566664003971,6,2,0,2,2,5,0,1,0,1,0,3,2,4,3,2,0,0,0,2,0,2,0,0,0,0,0,1,1,0,1,1,2,1,1,0,3,1,1,1,2,2,0.7037037037037037
2025.01.06startup_b,20,30,3920.0,4343.0,39.71984682060449,83.26665398965287,6.7857529593909,19,3,1,6,5,14,1,4,3,1,1,5,7,15,8,4,2,2,1,1,0,3,1,0,0,2,2,3,1,1,5,4,4,3,2,0,5,3,6,4,1,4,0.7407407407407407
2025.01.06startup_b,21,27,4344.0,4721.0,32.149641461843146,90.11842553358412,4.492850344239216,17,2,1,5,6,13,1,3,2,1,1,4,6,14,7,3,2,1,0,1,0,2,1,0,0,2,2,2,1,1,4,4,3,2,2,0,4,2,8,4,1,4,0.7777777777777778
2025.01.06startup_b,22,25,4747.0,5145.0,33.96383914663814,90.04376447897232,5.32788832141244,16,2,1,5,5,12,1,3,2,1,1,4,6,13,7,3,2,1,1,1,0,2,1,0,0,1,2,2,1,1,4,3,3,2,1,0,4,2,7,3,1,4,0.8148148148148148
2025.01.06startup_b,23,12,5156.0,5239.0,27.370126322080175,90.04557515156804,4.944432531598106,8,1,0,3,3,6,0,2,1,0,0,2,3,6,4,2,1,0,0,0,0,1,0,0,0,1,1,1,0,0,2,2,1,1,1,0,2,1,4,2,0,2,0.8518518518518519
2025.01.06startup_b,24,12,5267.0,5413.0,42.16278095106829,92.9874587205544,3.8602591479968296,8,1,0,3,3,6,0,2,1,0,0,2,3,6,4,3,1,1,0,0,0,1,0,0,0,1,1,2,0,0,2,1,3,1,1,0,3,1,3,2,0,2,0.8888888888888888
2025.01.06startup_b,25,31,5416.0,5663.0,46.375459645542115,78.14386203595463,8.989867108200984,20,3,1,6,5,15,1,4,3,1,1,5,8,16,9,4,2,2,1,2,0,3,1,0,0,2,2,3,1,1,5,4,5,3,2,0,6,3,6,4,2,4,0.925925925925926
2025.01.06startup_b,26,9,5669.0,5715.0,68.07177063147385,72.34213981569502,8.469200081249882,5,1,0,2,3,4,0,1,0,0,0,2,1,4,2,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,2,2,1,0,1,1,0.9629629629629628
2025.01.06startup_b,27,19,5716.0,5846.0,34.66117652618386,77.89199667839695,7.584545293731317,11,2,0,4,6,9,0,2,1,1,0,4,3,9,5,3,1,1,1,2,1,2,0,0,0,1,1,2,1,1,2,2,3,1,1,0,4,2,3,2,3,1,1.0
2025.01.13startup_a,0,12,0.0,97.0,14.665797371441718,91.65246918685622,3.5556415648443247,2,1,0,0,9,3,0,0,0,0,0,2,0,4,1,0,1,0,0,4,1,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,2,3,0,3,3,0.0
2025.01.13startup_a,1,10,99.0,207.0,22.586322354564377,91.55382443279204,4.68466310127115,5,1,1,1,1,4,0,2,0,0,0,3,1,5,2,2,1,0,0,1,0,1,0,0,0,0,1,0,2,1,0,0,3,1,0,0,3,1,4,1,1,1,0.0454545454545454
2025.01.13startup_a,2,19,213.0,547.0,24.04285283199051,94.20144222790351,4.193451880055212,9,2,0,2,3,8,0,2,1,0,0,4,2,9,4,1,2,0,0,2,0,2,0,0,0,1,2,0,0,2,2,2,1,1,1,0,3,2,8,3,2,1,0.0909090909090909
2025.01.13startup_a,3,9,568.0,610.0,52.04517338944812,62.62420457096328,15.587941512521892,4,1,0,1,3,3,0,1,0,0,0,2,1,4,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,3,3,1,1,1,0.1363636363636363
2025.01.13startup_a,4,28,612.0,1086.0,35.74404286306696,89.60350947688211,4.376983303113951,11,4,1,3,9,9,0,2,0,1,0,6,1,12,3,1,1,0,0,3,0,4,0,0,0,0,1,0,0,4,1,0,2,1,0,0,4,6,10,1,2,1,0.1818181818181818
2025.01.13startup_a,5,28,1110.0,1599.0,22.49560487423913,95.085542184573,3.7433856293943046,12,4,1,2,8,10,0,2,0,1,0,6,1,12,3,1,1,1,0,3,1,4,0,0,0,0,2,0,1,4,1,0,1,1,0,0,4,5,10,1,3,1,0.2272727272727272
2025.01.13startup_a,6,15,1633.0,1776.0,26.38898312224902,86.59612920957154,7.376422488963448,9,3,0,1,2,6,0,2,0,0,0,4,1,6,4,2,0,0,0,2,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,4,3,5,2,2,1,0.2727272727272727
2025.01.13startup_a,7,23,1782.0,2117.0,27.372478964614945,92.42284411120042,4.5327298172628065,9,3,1,2,7,8,0,2,0,1,0,5,1,10,2,1,1,0,0,2,0,3,0,0,0,0,1,1,1,2,1,0,2,1,0,0,3,5,9,1,1,1,0.3181818181818182
2025.01.13startup_a,8,22,2127.0,2439.0,37.71968123068805,80.41719043794642,8.502959509234165,9,3,1,2,6,8,0,2,0,0,0,4,1,10,3,1,0,0,0,2,0,2,0,0,0,0,0,1,1,1,1,1,2,1,0,0,4,4,9,1,1,1,0.3636363636363636
2025.01.13startup_a,9,14,2478.0,2593.0,24.76071856051202,84.3915109521521,7.083058267940905,7,2,0,1,4,6,0,2,0,0,0,3,1,7,2,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,2,3,6,1,1,1,0.4090909090909091
2025.01.13startup_a,10,18,2602.0,2740.0,38.67600671442845,65.31526318057334,8.259442660750338,9,2,1,2,4,7,1,3,0,0,0,3,2,8,4,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,2,1,1,0,0,0,3,4,6,2,1,1,0.4545454545454545
2025.01.13startup_a,11,26,2746.0,3231.0,26.774826074328004,89.09851605035246,5.0111815353753935,15,3,2,3,4,9,2,5,2,0,1,4,4,10,6,3,2,1,1,1,0,2,1,1,0,1,2,1,0,1,3,3,1,2,1,0,3,2,6,3,0,4,0.5
2025.01.13startup_a,12,10,3255.0,3339.0,38.650613913707986,88.02357306403908,5.891545194326298,6,2,0,1,1,4,1,2,1,0,0,2,2,4,3,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,2,1,0,1,0,0,1,1,3,1,0,4,0.5454545454545454
2025.01.13startup_a,13,13,3344.0,3510.0,26.55538520700891,86.01657976940271,6.599537648782893,9,2,0,2,1,6,1,3,2,0,0,3,3,7,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,1,2,0,0,2,1,5,3,0,2,0.5909090909090909
2025.01.13startup_a,14,25,3514.0,3862.0,24.34957503210773,91.3647009247374,5.018215391987637,17,3,1,4,2,10,1,5,3,2,0,4,6,9,8,4,1,1,0,2,1,2,0,0,0,0,1,2,0,1,2,2,2,2,1,0,4,3,6,6,2,2,0.6363636363636364
2025.01.13startup_a,15,10,3878.0,3957.0,18.92117884751162,89.02787376845342,6.08985141536215,6,1,1,1,1,4,1,3,1,0,0,1,3,4,3,2,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,2,1,0,0,2,1,2,2,1,2,0.6818181818181818
2025.01.13startup_a,16,22,3959.0,4202.0,27.14738147690423,86.46163826435549,5.411683849628721,14,2,1,3,3,8,1,4,3,1,0,3,5,9,6,3,1,1,1,1,1,1,0,1,0,0,2,1,0,1,3,2,2,2,1,0,3,1,5,4,1,4,0.7272727272727273
2025.01.13startup_a,17,10,4213.0,4357.0,28.15362004087727,88.92661479114739,5.73215473488437,7,1,1,2,1,4,0,3,1,1,0,1,3,4,4,3,0,0,0,1,0,1,1,0,0,0,0,2,0,0,1,1,3,1,1,0,2,2,2,2,0,2,0.7727272727272727
2025.01.13startup_a,18,12,4373.0,4521.0,21.960439130888993,91.61784697533992,5.932007168040258,8,1,1,2,1,5,1,2,1,0,0,2,3,5,4,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,1,1,0,0,2,1,4,2,0,4,0.8181818181818182
2025.01.13startup_a,19,13,4534.0,4621.0,49.560821783477486,64.73013384356659,7.947705579447149,9,2,0,2,1,5,0,3,1,1,0,2,4,5,5,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,2,2,1,1,0,3,1,3,4,1,2,0.8636363636363636
2025.01.13startup_a,20,28,4631.0,4985.0,28.49556808453774,92.00661112320752,4.420059087705589,18,3,1,4,3,10,1,6,2,2,0,4,6,9,8,5,1,0,0,2,0,2,0,0,0,1,1,3,1,1,3,2,3,2,1,0,4,3,5,5,1,4,0.9090909090909092
2025.01.13startup_a,21,11,5012.0,5047.0,51.39648655410852,66.3471634810442,13.417856344986332,6,2,0,1,2,5,0,2,0,0,0,3,1,5,3,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,2,2,4,2,1,1,0.9545454545454546
2025.01.13startup_a,22,37,5055.0,5418.0,23.289473192384804,86.51795234988036,6.372833377878499,24,5,2,5,4,14,1,7,4,3,0,7,8,14,10,6,2,1,0,4,1,4,0,0,0,1,2,3,2,4,3,3,3,2,2,0,6,4,10,8,5,1,1.0
2025.01.13startup_b,0,11,0.0,142.0,39.199549147503966,78.6500944603101,13.710765420341314,4,2,1,2,5,4,1,1,0,0,1,3,2,4,3,0,2,1,0,1,1,1,1,0,0,1,2,0,1,1,1,2,0,0,0,0,2,1,3,2,1,4,0.0
2025.01.13startup_b,1,12,147.0,218.0,48.33534222663059,49.693510512199936,17.97452930868631,3,2,1,1,7,4,0,0,0,0,0,4,1,5,2,1,1,0,0,3,0,1,0,2,0,1,1,1,0,1,1,0,0,0,0,0,1,0,4,1,3,3,0.04
2025.01.13startup_b,2,9,220.0,299.0,38.05687937719851,66.48959250476271,12.374967506254372,2,2,0,0,5,3,0,0,0,1,0,3,1,3,2,1,0,0,0,2,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,2,1,2,1,2,0,0.08
2025.01.13startup_b,3,11,303.0,416.0,36.83991758303819,82.37100463668708,10.283223008223636,5,1,2,2,2,3,2,1,1,0,1,2,3,4,4,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,2,1,0,0,0,1,2,1,2,2,0,4,0.12
2025.01.13startup_b,4,15,419.0,585.0,44.43075347981751,85.83018774236672,7.480013848605275,5,2,1,2,5,4,1,2,1,0,1,3,3,5,3,2,2,1,1,1,0,1,1,1,0,1,2,2,1,2,3,2,1,1,1,1,3,2,3,2,1,4,0.16
2025.01.13startup_b,5,37,592.0,1033.0,39.60364091116384,84.60097259232454,7.401958586579701,14,4,3,5,11,10,2,4,2,2,2,7,7,14,8,4,3,2,1,2,1,3,2,1,0,2,3,4,3,3,5,4,3,2,2,1,6,5,8,5,2,4,0.2
2025.01.13startup_b,6,17,1035.0,1180.0,40.13155078448368,82.46282730929713,7.029618864751699,6,2,1,2,6,5,1,2,1,1,1,4,2,6,3,2,2,1,1,1,0,2,1,0,0,1,1,2,1,2,2,1,2,1,1,0,3,2,4,2,1,4,0.24
