mid,ep,n_utt,sec_start,sec_end,entropy_g,det_g,rmse_g,arguable,converge,disagree,delim,nonarg,iam1,iam2,iam3,iam4,iam5,disput,cumul,explor,bgiveinfo,bgiveopin,bgivesug,baskinfo,baskopin,basksug,bsolid,btension,bagree,bdisagree,btensh,bantag,qset,qprop,directive,commissive,feedback,namep,linkp,names,links,linkc,cprod,proact,struct,ginfo,ktrans,coop,type,pos
2024.11.11startup_b,33,14,5085.0,5183.0,52.8422398431623,62.911919029606395,11.780894901789868,9,2,2,3,2,6,2,3,2,1,2,3,4,7,5,2,1,1,0,1,0,2,2,0,0,1,1,1,0,1,2,2,2,2,2,0,4,1,4,3,0,4,0.9166666666666666
2024.11.11startup_b,34,10,5186.0,5231.0,45.30536679518365,67.60205814051936,11.03769940234058,6,2,1,2,2,5,1,2,1,1,1,3,2,5,3,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,2,1,1,0,3,1,4,2,0,2,0.9444444444444444
2024.11.11startup_b,35,15,5239.0,5388.0,41.76033998050299,82.84924531851146,7.860427195789075,9,2,1,3,3,7,1,3,2,1,1,3,3,7,4,3,1,1,1,1,0,2,1,0,0,0,1,3,1,2,2,1,3,1,1,0,4,3,5,2,0,2,0.9722222222222222
2024.11.11startup_b,36,27,5406.0,5557.0,61.95355171316075,61.990590316473394,9.986244490824191,11,4,2,3,9,10,2,2,1,3,2,6,3,10,6,1,0,0,0,4,2,4,2,0,0,1,1,1,2,3,1,1,1,1,0,0,5,4,7,2,5,0,1.0
2024.11.18startup_a,0,22,0.0,173.0,39.193189711448866,80.61868652229929,10.158063594515966,2,1,0,1,18,3,0,0,0,0,0,2,0,4,1,1,2,1,0,2,1,2,0,0,0,2,2,1,0,2,1,0,0,0,0,0,2,2,4,0,2,3,0.0
2024.11.18startup_a,1,39,174.0,820.0,23.621872644097927,91.8097489668529,4.535356227513193,12,3,0,3,18,10,0,2,0,1,0,6,1,16,4,2,3,1,1,3,0,4,0,0,0,2,2,2,1,4,2,1,2,1,0,0,5,7,15,2,3,3,0.0526315789473684
2024.11.18startup_a,2,21,841.0,1144.0,26.783927034670523,89.8835380123062,5.487293893807464,6,2,1,2,10,5,1,1,0,1,0,3,1,7,3,2,1,0,0,1,0,2,1,0,0,1,1,2,1,2,2,1,1,0,0,0,3,4,6,1,1,3,0.1052631578947368
2024.11.18startup_a,3,10,1191.0,1306.0,38.61520544168311,80.55035916205772,5.505860753348914,4,2,0,1,4,3,0,1,0,0,0,3,1,3,3,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,2,1,2,1,1,1,0.1578947368421052
2024.11.18startup_a,4,11,1311.0,1526.0,15.678107432355228,93.8540323460117,5.666767197949565,5,1,1,1,4,3,1,1,1,0,0,2,2,4,3,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,2,1,3,1,0,4,0.2105263157894736
2024.11.18startup_a,5,9,1528.0,1559.0,46.39713986850901,49.25881641123781,17.362344590228176,4,1,1,1,3,2,1,1,1,0,1,1,2,3,2,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,2,1,2,1,1,4,0.2631578947368421
2024.11.18startup_a,6,25,1562.0,2151.0,19.23509756735065,95.2682996999152,3.719123213919768,9,2,1,2,11,6,1,2,1,1,0,4,2,9,4,3,1,1,0,2,0,2,0,0,0,1,1,2,1,2,2,1,2,1,1,0,4,4,8,2,2,1,0.3157894736842105
2024.11.18startup_a,7,36,2160.0,2759.0,20.07502550915891,92.03727304767422,4.093474401721725,18,3,4,4,8,9,3,3,3,1,1,4,7,12,9,5,2,1,0,3,0,2,3,0,0,2,2,4,1,2,3,3,3,3,2,0,6,3,10,4,3,4,0.3684210526315789
2024.11.18startup_a,8,15,2773.0,2987.0,21.635623342833483,90.139894393166,5.058996309125881,9,2,1,2,3,4,1,2,2,1,0,3,4,6,5,2,1,0,0,2,0,1,1,0,0,1,1,1,0,1,2,2,1,2,1,0,3,1,4,3,1,4,0.4210526315789473
2024.11.18startup_a,9,12,3034.0,3149.0,52.94938934481964,82.94805982722195,6.1814283543537565,7,1,0,2,3,4,0,1,1,0,0,2,2,5,4,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,3,2,4,3,1,1,0.4736842105263157
2024.11.18startup_a,10,19,3194.0,3667.0,19.724664455377564,93.99917651140258,4.02115757385007,12,1,1,3,3,5,1,2,2,1,0,3,4,7,6,3,1,0,0,2,0,1,1,0,0,1,1,3,0,1,2,2,2,2,1,0,4,3,6,4,2,4,0.5263157894736842
2024.11.18startup_a,11,19,3677.0,3895.0,35.184066411659394,81.94133971522395,5.973838143883811,11,2,1,2,5,5,1,2,1,1,0,3,3,7,5,3,1,1,1,2,0,2,0,0,0,1,1,3,1,2,2,1,2,1,1,0,4,4,6,3,2,1,0.5789473684210527
2024.11.18startup_a,12,15,3927.0,4239.0,18.758732503673063,96.92129312525114,2.683204562054682,9,2,0,2,3,4,0,2,1,1,0,3,3,6,4,2,0,0,0,2,0,1,0,0,0,0,0,1,0,1,1,1,2,1,1,0,3,3,5,3,2,1,0.631578947368421
2024.11.18startup_a,13,20,4252.0,4437.0,26.93099909719315,82.62845693996483,7.704259740510891,12,1,1,3,4,5,1,2,2,0,0,3,4,8,5,3,1,1,1,2,0,1,0,1,0,1,1,3,1,1,2,2,2,1,1,0,4,2,7,3,1,4,0.6842105263157895
2024.11.18startup_a,14,13,4444.0,4599.0,42.574580128294215,80.04881316009528,7.442735649866493,8,2,0,2,3,4,0,2,1,0,0,3,3,5,4,3,0,0,0,2,0,1,0,0,0,0,0,2,0,1,1,1,2,1,1,0,3,2,4,3,2,2,0.7368421052631579
2024.11.18startup_a,15,19,4608.0,4766.0,42.54260017855039,80.36762128631028,7.540206028051619,11,2,0,3,4,5,0,2,1,1,0,4,3,7,5,3,1,0,0,2,0,2,0,0,0,1,1,3,1,2,2,1,2,1,1,0,4,3,6,2,2,1,0.7894736842105263
2024.11.18startup_a,16,17,4767.0,4966.0,35.311204560424386,76.94053932533548,7.800721149488354,9,2,1,2,5,5,1,2,1,1,0,3,3,7,4,3,1,1,0,1,0,1,1,0,0,1,2,2,1,1,2,1,2,1,1,0,4,4,6,2,1,4,0.8421052631578947
2024.11.18startup_a,17,13,4969.0,5181.0,33.20932252432559,79.1310684231118,7.768431369950721,7,2,0,2,3,4,0,2,0,1,0,3,2,5,3,3,1,1,0,2,0,1,0,0,0,1,1,2,0,1,1,1,2,1,1,0,3,4,5,1,1,1,0.8947368421052632
2024.11.18startup_a,18,16,5184.0,5300.0,50.82480844028661,73.98911586959568,5.73684450507951,8,2,1,2,5,5,1,1,1,1,0,3,2,6,3,2,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,3,3,5,1,1,1,0.9473684210526316
2024.11.18startup_a,19,17,5303.0,5378.0,33.93772857800763,69.74418724437751,10.221820092374193,2,3,0,0,13,3,0,0,0,1,0,3,0,3,2,1,0,0,0,4,1,3,0,0,0,0,1,1,2,3,0,0,0,0,0,0,2,2,2,0,4,3,1.0
2024.11.18startup_b,0,10,0.0,58.0,33.88990162624962,71.36990132928743,,1,0,0,1,9,1,0,0,0,0,0,1,0,4,1,1,2,0,0,2,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,2,2,0,1,3,0.0
2024.11.18startup_b,1,19,84.0,242.0,44.67337961265135,77.86588246952823,12.386945653728835,9,2,1,4,3,6,1,3,1,0,0,4,4,7,4,3,1,1,0,1,0,2,0,0,0,1,1,2,2,1,3,2,2,1,1,0,3,3,5,2,0,4,0.037037037037037
2024.11.18startup_b,2,16,245.0,314.0,38.76896903746261,63.69238029967611,11.418425286842211,8,2,0,3,3,6,0,2,1,0,0,4,2,8,3,1,1,0,0,2,0,1,0,0,0,0,1,0,1,1,1,2,1,1,0,0,3,1,6,2,1,1,0.074074074074074
2024.11.18startup_b,3,16,315.0,458.0,49.96659623216958,73.44093686308211,8.805375141306964,8,1,1,3,4,5,1,2,1,0,0,2,3,6,5,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,2,1,1,0,0,2,1,4,2,0,4,0.1111111111111111
2024.11.18startup_b,4,18,471.0,623.0,46.14328085493483,76.24425791357021,9.705700177885497,8,2,1,4,4,5,1,3,1,0,0,3,3,7,4,2,1,1,0,0,0,2,1,0,0,0,2,1,0,0,2,2,2,2,1,0,3,2,4,2,0,4,0.1481481481481481
2024.11.18startup_b,5,18,635.0,735.0,48.20357627906123,59.44243656033615,14.681338734375364,7,1,0,2,6,6,0,1,0,1,0,3,1,8,2,2,2,0,0,1,0,2,0,0,0,0,2,2,1,1,1,1,2,1,0,0,2,2,5,1,1,1,0.1851851851851851
2024.11.18startup_b,6,16,778.0,972.0,27.838770297203613,87.35148835617768,6.846979362693293,8,1,0,3,3,6,0,1,0,1,0,3,2,9,2,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,2,2,0,0,0,0,2,1,7,3,0,1,0.2222222222222222
2024.11.18startup_b,7,25,1001.0,1223.0,40.44257839458366,80.49688074985255,7.068574145731983,13,3,0,4,5,8,0,4,1,1,0,6,4,10,5,4,1,1,0,2,0,3,0,0,0,0,2,3,2,1,1,1,4,2,1,0,5,3,7,3,1,1,0.2592592592592592
2024.11.18startup_b,8,9,1227.0,1277.0,47.20284185370445,45.09000947217098,9.645290823971454,5,1,0,2,2,3,0,2,0,0,0,2,2,3,3,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2,1,1,0,2,1,2,1,1,2,0.2962962962962963
2024.11.18startup_b,9,10,1282.0,1352.0,49.160382701287425,52.04341352193741,7.391443017516496,6,1,0,2,2,4,0,2,0,0,0,2,2,4,3,2,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,2,1,1,0,2,1,2,1,0,2,0.3333333333333333
2024.11.18startup_b,10,15,1354.0,1480.0,35.14787032778112,84.38247240521487,8.546320438552058,8,2,1,3,3,5,1,2,1,0,0,3,2,7,3,2,1,0,0,1,0,2,1,0,0,0,1,2,1,1,2,1,1,1,0,0,2,2,4,1,0,1,0.3703703703703703
2024.11.18startup_b,11,9,1483.0,1522.0,65.90004301285715,52.842409024685026,10.522488546898808,5,2,1,2,1,3,1,1,1,1,0,2,2,3,3,2,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,2,1,2,1,0,4,0.4074074074074074
2024.11.18startup_b,12,19,1537.0,1721.0,34.43457745980277,73.12712125260846,8.63030572027752,9,2,1,3,5,6,1,2,1,0,0,4,2,8,3,3,1,0,0,1,0,3,0,0,0,0,1,2,1,2,1,1,2,1,0,0,3,3,4,1,1,1,0.4444444444444444
2024.11.18startup_b,13,18,1729.0,1851.0,49.60165956420823,58.12677315604683,8.026340678097009,8,2,0,2,6,6,0,1,0,1,0,3,1,7,2,2,1,1,0,1,0,3,0,0,0,0,2,2,1,2,1,0,1,1,0,0,2,2,4,1,1,1,0.4814814814814814
2024.11.18startup_b,14,30,1884.0,2063.0,56.915436913352025,68.60238497972061,10.725986437565735,14,3,1,4,8,9,1,3,1,1,0,5,3,12,5,3,2,1,0,2,0,4,0,0,0,1,2,2,1,2,2,2,3,2,1,0,4,3,6,2,1,1,0.5185185185185185
2024.11.18startup_b,15,37,2072.0,2686.0,28.869956637160296,85.87235586613798,6.2189766251224095,20,4,1,6,7,10,1,5,3,2,0,6,6,12,9,5,1,2,0,4,0,4,0,0,0,2,2,3,2,2,2,2,3,2,2,0,5,4,6,6,2,1,0.5555555555555556
2024.11.18startup_b,16,16,2686.0,2776.0,48.88662206121125,29.48276403165669,17.68724086873709,8,3,0,3,4,5,0,3,1,2,0,4,3,5,5,3,0,1,0,2,0,3,0,0,0,0,1,2,1,2,0,0,2,1,0,0,3,3,2,2,2,0,0.5925925925925926
2024.11.18startup_b,17,40,2785.0,3200.0,32.38120888335223,87.8955362842728,6.246762523620503,24,4,1,6,6,14,1,4,2,1,0,8,5,18,6,1,1,0,0,1,0,4,0,0,0,2,3,0,0,2,2,3,0,0,0,0,3,1,12,6,0,1,0.6296296296296297
2024.11.18startup_b,18,12,3219.0,3345.0,30.987131916248433,84.7812098352963,6.502080229023589,8,3,0,2,1,4,1,2,1,0,0,4,3,5,4,0,0,0,0,2,0,2,0,0,0,1,1,0,0,1,2,2,0,0,0,0,2,0,3,2,0,1,0.6666666666666666
2024.11.18startup_b,19,21,3347.0,3543.0,36.70956531794017,77.44356754054076,7.913222095333884,14,3,1,4,3,7,1,4,3,1,0,5,6,7,7,2,1,0,0,1,1,2,0,0,0,1,1,1,0,1,3,4,3,3,2,0,4,1,4,4,0,2,0.7037037037037037
2024.11.18startup_b,20,16,3552.0,3694.0,40.00109694407132,80.44623379019193,7.19400899274014,11,3,1,3,2,5,1,3,2,1,0,4,5,6,5,2,1,0,0,1,0,2,0,0,0,1,1,1,0,1,2,3,2,3,2,0,3,1,3,3,0,2,0.7407407407407407
2024.11.18startup_b,21,19,3725.0,3912.0,32.91026912902543,86.54158445704721,6.129915223849336,13,2,0,4,3,6,1,4,1,2,0,4,5,6,6,3,0,0,0,2,0,2,0,0,0,0,0,2,1,1,3,3,3,2,2,0,4,2,3,3,1,2,0.7777777777777778
2024.11.18startup_b,22,13,3920.0,4122.0,21.79205189690872,88.1931101453335,6.913840424417119,9,2,0,3,2,4,0,3,1,1,0,3,4,4,5,2,0,0,0,1,0,1,0,0,0,0,0,2,1,0,2,2,3,2,2,0,3,1,2,2,0,2,0.8148148148148148
2024.11.18startup_b,23,18,4137.0,4482.0,23.582786885586152,94.33686998457976,4.105785076514855,13,2,1,4,2,6,1,4,2,1,0,4,6,6,6,3,1,1,0,1,0,2,0,0,0,1,1,1,0,1,2,3,3,3,2,0,4,1,4,3,0,2,0.8518518518518519
2024.11.18startup_b,24,18,4522.0,4947.0,23.87403284807899,95.54565224975164,3.560713816382616,13,3,0,4,2,5,0,5,2,2,0,5,6,5,6,4,0,0,0,2,0,2,0,0,0,0,0,2,1,1,2,2,4,3,3,0,4,1,3,3,1,2,0.8888888888888888
2024.11.18startup_b,25,11,4948.0,5044.0,36.292724464135645,85.40659910704898,7.699876641400718,8,2,0,2,1,4,0,3,1,2,0,3,3,4,4,3,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1,1,3,2,2,0,3,2,2,2,1,2,0.925925925925926
2024.11.18startup_b,26,15,5047.0,5196.0,30.37843880410197,79.72081981312083,6.558977905323483,9,2,0,3,4,5,0,3,1,2,0,4,3,6,4,3,1,0,0,2,0,2,0,0,0,0,1,2,2,1,1,1,2,1,1,0,3,2,3,2,1,2,0.9629629629629628
2024.11.18startup_b,27,23,5197.0,5338.0,49.18776648267588,66.60214104820209,11.047180839385137,12,4,0,4,7,6,0,3,1,3,0,5,3,6,5,3,1,0,0,5,1,4,0,0,0,0,1,2,2,2,1,1,2,1,1,0,4,2,3,2,5,0,1.0
2024.12.02startup_b,0,24,0.0,108.0,43.99166395223228,58.7486548140902,10.089927023338642,8,4,1,3,10,7,1,3,0,1,0,5,2,7,4,5,1,2,1,2,0,4,1,0,0,1,3,5,2,3,2,1,3,1,1,0,4,5,4,3,1,1,0.0
2024.12.02startup_b,1,23,127.0,333.0,32.00501473999106,81.58940906033314,10.851945456937868,10,4,1,3,6,8,1,3,1,2,0,6,3,8,5,4,1,1,0,2,0,4,0,0,0,1,2,3,2,2,2,2,4,2,2,0,4,4,5,4,1,1,0.02
2024.12.02startup_b,2,14,344.0,570.0,30.514957363712135,81.43181702551233,9.120288697164046,6,2,0,2,5,5,0,2,1,1,0,4,2,5,3,3,0,1,0,1,0,2,0,0,0,1,1,2,1,1,1,1,3,1,1,0,2,3,3,2,0,1,0.04
2024.12.02startup_b,3,10,571.0,612.0,41.35269337528472,59.410245454163466,13.01042371094236,4,2,0,1,3,4,0,1,0,1,0,3,1,4,2,1,0,1,0,1,0,2,0,0,0,1,1,0,1,1,1,1,1,0,1,0,2,1,2,2,1,1,0.06
2024.12.02startup_b,4,45,612.0,881.0,43.890529822364115,64.7242502189982,10.6019736371169,20,6,2,5,12,15,2,6,2,3,0,10,6,16,9,7,2,2,1,3,0,7,1,0,0,2,4,6,3,4,4,3,6,3,4,0,7,6,9,7,2,1,0.08
2024.12.02startup_b,5,9,885.0,923.0,61.70239310248133,43.40307005660805,10.91570062153136,4,2,0,1,3,4,0,1,0,1,0,3,1,4,1,1,1,0,0,0,0,2,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,2,1,0,1,0.1
2024.12.02startup_b,6,23,924.0,1076.0,47.373221255464635,63.826155563375224,6.768265636478645,9,3,1,3,7,8,1,3,1,1,0,5,3,8,4,4,1,1,0,2,0,3,0,0,0,1,2,3,2,2,2,1,3,1,2,0,3,3,4,4,1,1,0.12
2024.12.02startup_b,7,26,1082.0,1249.0,41.96703841223209,74.21201284092952,11.040000316272613,11,4,1,3,7,9,1,3,1,2,0,6,3,9,5,4,1,1,0,3,0,4,0,0,0,1,2,3,2,2,2,2,3,2,2,0,4,3,5,4,2,1,0.14
2024.12.02startup_b,8,31,1258.0,1386.0,60.68433134453976,42.1322052043062,11.652898514217256,14,4,2,4,8,11,2,4,2,2,0,7,5,11,6,5,2,1,1,2,0,5,1,0,0,2,3,4,2,3,3,2,5,3,3,0,5,4,6,5,1,4,0.16
2024.12.02startup_b,9,12,1399.0,1446.0,65.18959941642646,35.356775276236114,15.039981851255648,5,2,1,1,4,4,1,1,0,1,1,3,1,4,3,2,0,1,0,0,0,2,1,0,0,1,1,2,1,1,1,1,2,1,1,0,2,2,2,2,0,4,0.18
2024.12.02startup_b,10,13,1446.0,1482.0,60.7376757360186,20.238606046074857,13.721380076367415,6,2,2,1,4,4,2,2,1,0,1,3,2,4,4,2,0,1,0,0,0,2,1,0,0,1,1,2,1,1,2,1,2,1,1,0,2,2,2,2,0,4,0.2
2024.12.02startup_b,11,19,1484.0,1574.0,54.27984223827214,48.947842885519485,10.13135234478596,8,3,2,2,6,6,2,3,1,1,1,4,3,6,5,3,0,1,0,1,0,3,1,0,0,1,1,2,1,2,2,2,3,2,1,0,3,3,3,3,1,4,0.22
2024.12.02startup_b,12,23,1576.0,1680.0,59.627318078857485,51.861441916604065,9.867553851848651,11,3,3,3,6,8,3,4,2,1,1,5,5,8,6,3,1,1,0,0,0,4,2,0,0,1,2,2,1,2,3,3,3,3,2,0,4,3,5,4,0,4,0.24
2024.12.02startup_b,13,13,1686.0,1745.0,61.35731662513045,33.8565504314953,6.995105404806014,6,2,1,2,4,5,1,2,1,1,0,3,2,5,3,2,0,1,0,1,0,2,0,0,0,1,1,2,1,1,2,1,2,1,1,0,2,2,3,2,1,4,0.26
2024.12.02startup_b,14,15,1748.0,1817.0,61.83700236504283,39.18504342755851,7.914587857337327,7,2,2,2,4,5,2,2,1,1,1,3,3,5,4,2,0,1,0,0,0,2,1,0,0,1,1,2,0,1,2,2,2,2,1,0,3,2,3,3,0,4,0.28
2024.12.02startup_b,15,12,1819.0,1861.0,66.80931716801753,32.32682067071075,15.19055095898272,5,2,1,1,4,4,1,2,1,0,0,3,2,4,3,2,1,0,0,0,0,2,0,0,0,1,1,2,0,1,1,1,2,1,1,0,2,2,2,2,0,4,0.3
2024.12.02startup_b,16,27,1862.0,2016.0,47.95921438395645,53.218139290294424,10.767225218014394,12,4,2,3,7,9,2,4,2,2,0,6,4,9,6,4,2,1,0,1,0,5,1,0,0,2,2,3,1,3,3,2,4,3,2,0,4,3,6,4,1,4,0.32
2024.12.02startup_b,17,10,2027.0,2141.0,34.90448640073892,81.50233550324448,9.542666323271073,4,2,1,1,3,4,1,1,0,0,0,2,2,4,2,2,1,0,0,0,0,2,1,0,0,1,1,2,0,1,1,1,1,1,1,0,2,2,2,2,0,4,0.34
2024.12.02startup_b,18,13,2143.0,2199.0,60.312339504229314,32.664802006740835,13.92080765708202,6,2,1,2,4,5,1,2,1,1,0,3,2,5,3,2,0,1,0,0,0,2,1,0,0,1,1,2,1,1,2,1,2,1,1,0,2,2,3,2,0,4,0.36
2024.12.02startup_b,19,10,2201.0,2240.0,56.50976501554712,19.24354223617852,5.440252445626541,5,2,1,1,3,4,1,2,1,1,0,3,2,4,3,2,0,1,0,0,0,2,0,0,0,1,1,1,1,1,1,1,2,1,1,0,2,1,2,2,0,2,0.38
2024.12.02startup_b,20,20,2252.0,2344.0,63.890786585934464,55.066031725726546,9.034409067698704,9,3,2,2,6,7,2,3,1,1,1,4,3,7,5,3,1,1,0,1,0,3,1,0,0,1,2,2,1,2,2,2,3,2,2,0,3,3,4,3,1,4,0.4
2024.12.02startup_b,21,25,2346.0,2473.0,60.68389142356219,58.52655759153239,8.377360931926333,11,4,2,3,7,9,2,4,2,2,0,6,4,9,6,4,1,1,1,1,0,4,1,0,0,1,2,3,2,3,2,2,4,3,2,0,4,4,5,4,1,4,0.42
2024.12.02startup_b,22,15,2475.0,2578.0,61.781283716073894,46.63554546819387,6.461587956616599,7,2,1,2,4,5,1,2,1,1,0,3,2,5,4,3,1,1,0,0,0,2,0,0,0,1,1,2,1,1,2,1,2,2,1,0,3,2,3,2,0,4,0.44
2024.12.02startup_b,23,10,2582.0,2624.0,64.08498728388801,40.286199071530184,6.187593366265096,4,2,1,1,3,4,1,1,0,1,0,3,1,4,2,2,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,0,2,2,2,1,0,1,0.46
2024.12.02startup_b,24,15,2632.0,2690.0,61.176217483696576,19.090261356304396,9.762374225957403,7,2,2,2,4,5,2,2,1,1,1,3,3,5,4,3,1,1,0,0,0,2,1,0,0,1,2,2,1,1,2,2,3,2,1,0,3,2,3,3,0,4,0.48
2024.12.02startup_b,25,16,2693.0,2763.0,64.84379055696945,44.48713908823474,7.716862658278999,7,3,1,2,5,6,1,2,1,1,0,4,2,6,4,2,1,1,0,1,0,3,0,0,0,1,1,2,1,2,2,1,2,2,1,0,3,2,3,3,1,1,0.5
2024.12.02startup_b,26,12,2770.0,2861.0,52.03064146138975,76.5163528264486,8.5137912820957,5,2,2,1,3,4,2,2,1,0,1,2,3,4,4,2,0,1,0,0,0,1,1,0,0,1,1,1,0,1,2,2,2,2,1,0,3,2,2,3,0,4,0.52
2024.12.02startup_b,27,30,2862.0,3042.0,59.73753347932593,55.486708134940216,10.224133682356538,14,4,4,4,8,10,4,5,3,1,2,6,6,10,7,4,2,2,1,0,1,4,3,1,0,3,4,3,1,3,4,3,4,4,2,1,5,4,6,5,0,4,0.54
2024.12.02startup_b,28,11,3044.0,3114.0,48.652995448082486,50.01702282784659,9.273946864268275,5,2,1,1,3,4,1,2,1,1,0,3,2,4,3,2,0,1,0,1,0,3,0,0,0,1,2,1,1,1,1,1,2,1,1,0,2,2,2,2,1,4,0.56
2024.12.02startup_b,29,31,3115.0,3291.0,49.71577902571282,51.995754966094275,9.95666516286042,14,4,3,4,8,11,3,5,2,2,1,7,5,11,7,5,2,1,0,1,0,5,2,0,0,2,3,4,1,3,3,3,5,4,3,0,5,4,6,5,1,4,0.58
2024.12.02startup_b,30,14,3295.0,3371.0,57.92969864389545,44.444367628678954,9.043851664100362,6,2,1,2,4,5,1,2,1,1,0,3,2,5,4,2,1,1,0,0,0,2,0,0,0,1,1,2,1,1,2,1,2,2,1,0,3,2,3,3,0,4,0.6
2024.12.02startup_b,31,20,3384.0,3494.0,47.31582537071346,35.83817265305332,9.221631608982175,9,3,2,2,6,7,2,3,1,1,0,4,3,7,5,3,1,1,0,1,0,4,1,0,0,1,2,2,1,2,2,2,3,2,2,0,3,3,4,3,1,4,0.62
2024.12.02startup_b,32,14,3502.0,3590.0,47.53330126746748,44.18964195623861,5.830182852913239,6,2,1,2,4,5,1,2,1,1,0,3,2,5,4,2,0,1,0,0,0,2,0,0,0,1,1,2,1,1,2,1,2,2,1,0,3,2,3,3,0,4,0.64
2024.12.02startup_b,33,15,3600.0,3683.0,46.816882524401365,70.43447153484183,14.65797024447686,7,3,1,2,4,6,1,2,1,1,0,4,2,6,4,2,0,1,0,1,0,3,0,0,0,1,1,1,1,2,2,1,2,2,1,0,3,2,3,3,1,1,0.66
2024.12.02startup_b,34,21,3688.0,3842.0,43.4725931393218,64.90490522986222,9.384196515897688,10,3,1,3,6,8,1,3,1,2,0,5,3,8,5,4,1,1,0,2,0,4,0,0,0,1,2,3,1,2,2,2,4,2,2,0,4,3,5,5,2,2,0.68
2024.12.02startup_b,35,14,3842.0,3913.0,54.23340403584489,52.814186104625115,8.69892559037274,6,2,1,2,5,5,1,2,1,1,0,3,2,5,3,3,1,1,0,1,0,2,0,0,0,1,2,2,1,1,1,1,2,1,1,0,2,3,2,2,1,4,0.7
2024.12.02startup_b,36,16,3916.0,3991.0,64.11011921562908,49.41997859635976,8.54771685704713,7,3,2,2,4,6,2,2,1,1,1,3,3,6,5,2,1,1,0,1,0,3,1,0,0,1,1,1,1,2,2,2,2,2,2,0,3,2,4,4,1,4,0.72
2024.12.02startup_b,37,17,3994.0,4049.0,62.543081407963335,41.79425163829213,15.216212429271812,7,3,1,2,5,6,1,2,1,1,0,4,2,6,4,3,1,1,0,1,0,3,0,0,0,1,1,2,1,2,2,1,3,2,1,0,3,3,4,3,1,1,0.74
2024.12.02startup_b,38,10,4053.0,4110.0,55.044183836159185,58.39051757981548,7.260935690949776,4,2,1,1,3,4,1,1,0,1,0,3,1,4,2,2,0,1,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,0,2,1,2,2,0,4,0.76
2024.12.02startup_b,39,21,4112.0,4223.0,57.67429937539868,39.83273643971843,6.988633006067464,10,3,3,3,6,8,3,4,2,1,1,5,4,8,6,4,1,1,0,1,0,4,2,0,0,2,2,3,1,2,3,2,4,3,2,0,4,3,5,4,1,4,0.78
2024.12.02startup_b,40,23,4224.0,4356.0,53.51343493046789,67.6695226282676,11.826515914292155,11,4,2,3,6,9,2,4,2,2,0,6,4,9,6,4,1,1,0,2,0,5,1,0,0,2,2,3,1,3,3,2,4,3,3,0,4,3,5,4,2,2,0.8
2024.12.02startup_b,41,38,4361.0,4570.0,53.27135441397275,48.91937259868574,11.470665932091972,18,5,3,5,10,14,3,6,3,3,0,9,6,14,9,7,2,2,1,2,1,6,2,0,0,2,4,5,2,4,4,3,7,5,3,0,6,5,8,7,2,4,0.82
2024.12.02startup_b,42,30,4588.0,4762.0,46.07368608681841,54.65507541790195,10.319148968354453,14,4,3,4,8,11,3,5,2,2,1,6,5,11,7,5,2,2,1,1,0,5,2,0,0,2,3,4,1,3,3,3,5,4,3,0,5,4,6,5,1,4,0.84
2024.12.02startup_b,43,10,4770.0,4794.0,56.8359046686223,27.309012423897254,12.890285652622827,4,2,1,1,3,4,1,1,1,1,0,3,2,4,3,2,0,1,0,0,0,2,0,0,0,1,1,1,1,1,1,1,2,1,1,0,2,2,2,2,0,4,0.86
2024.12.02startup_b,44,23,4803.0,5016.0,29.08654183845624,81.68612181678276,8.443966558539856,10,4,2,3,7,9,2,3,1,2,0,6,3,9,5,4,1,1,0,2,0,4,1,0,0,1,2,3,1,3,2,2,3,2,2,0,4,4,5,3,2,1,0.88
2024.12.02startup_b,45,12,5016.0,5055.0,52.869909338916635,57.691177367521654,14.17168534570752,5,2,1,2,4,4,1,2,1,1,0,3,2,4,3,3,0,1,0,1,0,2,0,0,0,1,1,2,0,1,1,1,2,1,1,0,2,3,2,2,1,4,0.9
2024.12.02startup_b,46,17,5063.0,5155.0,53.65005600903511,64.63408080083909,8.521323165245468,7,3,1,2,5,6,1,3,1,1,0,4,3,6,4,4,1,1,1,1,0,3,0,0,0,1,1,3,1,2,2,1,3,2,1,0,4,3,3,3,1,4,0.92
