mid,team,date,event_onset_s,event_class,depth,init_primary,init_floor,init_question,leader,leader_primary,leader_floor,leader_question,week
2025.01.13startup_a,startup_a,20250113,1883.0,INTERIOR_HANDOFF,12.569513513369579,S1,S1,S1,S2,0,0,0.0,9
2025.01.13startup_a,startup_a,20250113,2163.0,INTERIOR_OTHER,25.136215318810713,S2,S1,S2,S2,1,0,1.0,9
2025.01.13startup_a,startup_a,20250113,2344.0,INTERIOR_OTHER,5.198642538459808,S2,S2,,S2,1,1,,9
2025.01.13startup_a,startup_a,20250113,2408.0,INTERIOR_HANDOFF,33.22430283298179,S3,S1,S1,S2,0,0,0.0,9
2025.01.13startup_a,startup_a,20250113,2538.0,INTERIOR_OTHER,-2.7731923158841525,S2,S1,S1,S2,1,0,0.0,9
2025.01.13startup_a,startup_a,20250113,2596.0,TRANSITION,-1.3504831964135597,S1,S3,S1,S2,0,0,0.0,9
2025.01.13startup_a,startup_a,20250113,2694.0,INTERIOR_OTHER,14.037692564322462,S1,S1,S3,S2,0,0,0.0,9
2025.01.13startup_a,startup_a,20250113,2770.0,TRANSITION,-16.005842319234304,S3,S3,,S2,0,0,,9
2025.01.13startup_a,startup_a,20250113,2892.0,INTERIOR_OTHER,10.360800075596032,S1,S1,,S2,0,0,,9
2025.01.13startup_a,startup_a,20250113,3054.0,INTERIOR_OTHER,-3.3423224349287075,S1,S1,,S2,0,0,,9
2025.01.13startup_a,startup_a,20250113,3165.0,INTERIOR_OTHER,13.183625823183107,S3,S3,,S2,0,0,,9
2025.01.13startup_a,startup_a,20250113,3183.0,INTERIOR_HANDOFF,17.407345082985614,S1,S1,S1,S2,0,0,0.0,9
2025.01.13startup_a,startup_a,20250113,3317.0,TRANSITION,11.865397825297372,S1,S1,,S2,0,0,,9
2025.01.13startup_a,startup_a,20250113,3414.0,INTERIOR_OTHER,1.7313783104168685,S1,S1,,S2,0,0,,9
2025.01.13startup_a,startup_a,20250113,3447.0,INTERIOR_HANDOFF,12.97554231807775,S3,S1,S1,S2,0,0,0.0,9
2025.01.13startup_a,startup_a,20250113,3784.0,INTERIOR_OTHER,8.46920155582741,S1,S3,S3,S2,0,0,0.0,9
2025.01.13startup_a,startup_a,20250113,4380.0,TRANSITION,17.797192717561785,S3,S3,,S2,0,0,,9
2025.01.13startup_a,startup_a,20250113,4391.0,TRANSITION,11.052177050390526,S1,S3,S1,S2,0,0,0.0,9
2025.01.13startup_a,startup_a,20250113,4514.0,TRANSITION,13.62619588811772,S1,S3,,S2,0,0,,9
2025.01.13startup_a,startup_a,20250113,4563.0,TRANSITION,21.96953087581312,S1,S1,,S2,0,0,,9
2025.01.13startup_a,startup_a,20250113,4585.0,INTERIOR_OTHER,26.28718514776959,S4,S2,S4,S2,0,1,0.0,9
2025.01.13startup_a,startup_a,20250113,4965.0,INTERIOR_OTHER,17.236197317170898,S1,S2,S1,S2,0,1,0.0,9
2025.01.13startup_a,startup_a,20250113,5014.0,TRANSITION,21.737387939021474,S1,S2,S2,S2,0,1,1.0,9
2025.01.13startup_a,startup_a,20250113,5047.0,TRANSITION,18.164866616507986,S2,S2,S2,S2,1,1,1.0,9
2025.01.13startup_a,startup_a,20250113,5162.0,INTERIOR_OTHER,-2.227552687428634,S1,S1,,S2,0,0,,9
2025.02.24startup_a,startup_a,20250224,99.0,INTERIOR_HANDOFF,19.910498792069404,S3,S3,,S2,0,0,,10
2025.02.24startup_a,startup_a,20250224,116.0,INTERIOR_OTHER,25.204133224947896,S3,S3,,S2,0,0,,10
2025.02.24startup_a,startup_a,20250224,136.0,INTERIOR_HANDOFF,19.759551773796318,S2,S2,S2,S2,1,1,1.0,10
2025.02.24startup_a,startup_a,20250224,628.0,TRANSITION,20.129876875195187,S2,S3,S3,S2,1,0,0.0,10
2025.02.24startup_a,startup_a,20250224,781.0,INTERIOR_HANDOFF,11.011023283356728,S2,S2,S2,S2,1,1,1.0,10
2025.02.24startup_a,startup_a,20250224,992.0,TRANSITION,10.578594070565849,S1,S1,S1,S2,0,0,0.0,10
2025.02.24startup_a,startup_a,20250224,1045.0,TRANSITION,6.5169262268859995,S2,S1,S1,S2,1,0,0.0,10
2025.02.24startup_a,startup_a,20250224,1503.0,INTERIOR_HANDOFF,37.55385594124319,S1,S2,S1,S2,0,1,0.0,10
2025.02.24startup_a,startup_a,20250224,1546.0,INTERIOR_HANDOFF,34.91061799296727,S1,S1,,S2,0,0,,10
2025.02.24startup_a,startup_a,20250224,1699.0,INTERIOR_OTHER,8.78363513180242,S3,S3,S2,S2,0,0,1.0,10
2025.02.24startup_a,startup_a,20250224,1983.0,TRANSITION,16.216864758153342,S2,S2,S2,S2,1,1,1.0,10
2025.02.24startup_a,startup_a,20250224,2295.0,INTERIOR_HANDOFF,12.563370937576742,S3,S1,,S2,0,0,,10
2025.02.24startup_a,startup_a,20250224,2354.0,TRANSITION,-0.4099817363007432,S3,S3,S3,S2,0,0,0.0,10
2025.02.24startup_a,startup_a,20250224,2434.0,INTERIOR_HANDOFF,19.12631920940816,S1,S2,,S2,0,1,,10
2025.02.24startup_a,startup_a,20250224,3150.0,INTERIOR_HANDOFF,21.029663272615323,S2,S3,S2,S2,1,0,1.0,10
2025.02.24startup_a,startup_a,20250224,3326.0,INTERIOR_HANDOFF,3.7721662887481457,S2,S2,S2,S2,1,1,1.0,10
2025.02.24startup_a,startup_a,20250224,3390.0,TRANSITION,-13.19466030410154,S2,S2,,S2,1,1,,10
2025.02.24startup_a,startup_a,20250224,3725.0,INTERIOR_HANDOFF,11.210199353908507,S1,S1,,S2,0,0,,10
2025.02.24startup_a,startup_a,20250224,3769.0,INTERIOR_OTHER,13.516860752247275,S1,S1,S2,S2,0,0,1.0,10
2025.02.24startup_a,startup_a,20250224,3803.0,TRANSITION,4.014544055171903,S1,S2,,S2,0,1,,10
2025.02.24startup_a,startup_a,20250224,3911.0,INTERIOR_HANDOFF,4.763616638606081,S2,S1,,S2,1,0,,10
2025.02.24startup_a,startup_a,20250224,3954.0,INTERIOR_OTHER,2.9020274668351433,S1,S2,S2,S2,0,1,1.0,10
2025.02.24startup_a,startup_a,20250224,4017.0,TRANSITION,8.70599862155121,S2,S2,S2,S2,1,1,1.0,10
2025.02.24startup_a,startup_a,20250224,4113.0,INTERIOR_HANDOFF,9.36140674738877,S2,S2,S2,S2,1,1,1.0,10
2025.02.24startup_a,startup_a,20250224,5013.0,TRANSITION,23.493153777155463,S3,S1,,S2,0,0,,10
2025.03.02startup_a,startup_a,20250302,110.0,TRANSITION,-11.702163004680994,S2,S2,,S2,1,1,,11
2025.03.02startup_a,startup_a,20250302,204.0,INTERIOR_HANDOFF,7.438814716411844,S2,S1,S1,S2,1,0,0.0,11
2025.03.02startup_a,startup_a,20250302,350.0,INTERIOR_HANDOFF,7.16855736603539,S3,S3,,S2,0,0,,11
2025.03.02startup_a,startup_a,20250302,583.0,TRANSITION,3.62835928785055,S3,S3,,S2,0,0,,11
2025.03.02startup_a,startup_a,20250302,597.0,INTERIOR_OTHER,9.574000731074388,S1,S3,S1,S2,0,0,0.0,11
2025.03.02startup_a,startup_a,20250302,636.0,TRANSITION,16.29516024315956,S1,S1,S1,S2,0,0,0.0,11
2025.03.02startup_a,startup_a,20250302,659.0,TRANSITION,22.156445541547388,S3,S3,,S2,0,0,,11
2025.03.02startup_a,startup_a,20250302,853.0,INTERIOR_HANDOFF,10.686818815703337,S3,S1,S1,S2,0,0,0.0,11
2025.03.02startup_a,startup_a,20250302,923.0,TRANSITION,18.74503043390357,S2,S3,S1,S2,1,0,0.0,11
2025.03.02startup_a,startup_a,20250302,1002.0,TRANSITION,14.122904396279328,S3,S3,S2,S2,0,0,1.0,11
2025.03.02startup_a,startup_a,20250302,1026.0,TRANSITION,1.0308523102398794,S2,S2,S2,S2,1,1,1.0,11
2025.03.02startup_a,startup_a,20250302,1778.0,INTERIOR_OTHER,12.753031395314952,S4,S4,S4,S2,0,0,0.0,11
2025.03.02startup_a,startup_a,20250302,1798.0,INTERIOR_HANDOFF,2.7108068455659087,S4,S2,S4,S2,0,1,0.0,11
2025.03.02startup_a,startup_a,20250302,1866.0,INTERIOR_HANDOFF,18.579592795371088,S4,S4,,S2,0,0,,11
2025.03.02startup_a,startup_a,20250302,2579.0,INTERIOR_OTHER,12.200027606429988,S2,S2,,S2,1,1,,11
2025.03.02startup_a,startup_a,20250302,2797.0,INTERIOR_OTHER,8.47878522167645,S4,S4,,S2,0,0,,11
2025.03.02startup_a,startup_a,20250302,3160.0,TRANSITION,20.23333439345237,S4,S1,,S2,0,0,,11
2025.03.02startup_a,startup_a,20250302,4426.0,INTERIOR_OTHER,13.979455419664536,S3,S1,S1,S2,0,0,0.0,11
2025.03.02startup_a,startup_a,20250302,4461.0,TRANSITION,12.292640503382774,S1,S1,,S2,0,0,,11
2025.03.02startup_a,startup_a,20250302,4895.0,INTERIOR_OTHER,8.803107974709437,S3,S1,S1,S2,0,0,0.0,11
2025.03.02startup_a,startup_a,20250302,4953.0,TRANSITION,8.87957592655832,S1,S1,S1,S2,0,0,0.0,11
2025.03.02startup_a,startup_a,20250302,5007.0,TRANSITION,10.749603582052554,S3,S1,S1,S2,0,0,0.0,11
2025.03.02startup_a,startup_a,20250302,5127.0,INTERIOR_OTHER,9.99137494006931,S4,S4,,S2,0,0,,11
2025.03.02startup_a,startup_a,20250302,5176.0,TRANSITION,18.92542086354928,S4,S4,S1,S2,0,0,0.0,11
2025.03.17startup_a,startup_a,20250317,80.0,TRANSITION,17.911401342486187,S1,S3,S3,S2,0,0,0.0,12
2025.03.17startup_a,startup_a,20250317,151.0,INTERIOR_OTHER,2.594610165166614,S5,S5,,S2,0,0,,12
2025.03.17startup_a,startup_a,20250317,199.0,TRANSITION,21.497331144805933,S1,S5,S5,S2,0,0,0.0,12
2025.03.17startup_a,startup_a,20250317,228.0,TRANSITION,6.861135785484901,S3,S3,S1,S2,0,0,0.0,12
2025.03.17startup_a,startup_a,20250317,469.0,TRANSITION,17.459737640256797,S3,S1,,S2,0,0,,12
2025.03.17startup_a,startup_a,20250317,485.0,TRANSITION,14.4104848726736,S5,S3,S5,S2,0,0,0.0,12
2025.03.17startup_a,startup_a,20250317,598.0,INTERIOR_HANDOFF,9.346415027882763,S3,S2,,S2,0,1,,12
2025.03.17startup_a,startup_a,20250317,1056.0,TRANSITION,14.941191597882295,S1,S1,,S2,0,0,,12
2025.03.17startup_a,startup_a,20250317,1173.0,TRANSITION,7.516161162246114,S3,S1,S3,S2,0,0,0.0,12
2025.03.17startup_a,startup_a,20250317,1610.0,INTERIOR_OTHER,14.888749559126872,S1,S3,S1,S2,0,0,0.0,12
2025.03.17startup_a,startup_a,20250317,1641.0,INTERIOR_HANDOFF,25.08788566199882,S3,S3,S5,S2,0,0,0.0,12
2025.03.17startup_a,startup_a,20250317,1998.0,TRANSITION,1.92049582402894,S1,S1,,S2,0,0,,12
2025.03.17startup_a,startup_a,20250317,2130.0,TRANSITION,17.13312148731083,S1,S1,,S2,0,0,,12
2025.03.17startup_a,startup_a,20250317,2274.0,TRANSITION,10.80385891676763,S1,S1,,S2,0,0,,12
2025.03.17startup_a,startup_a,20250317,2507.0,TRANSITION,5.666255169370228,S3,S3,,S2,0,0,,12
2025.03.17startup_a,startup_a,20250317,3173.0,INTERIOR_OTHER,0.8480045918648074,S1,S1,S1,S2,0,0,0.0,12
2025.03.17startup_a,startup_a,20250317,3497.0,TRANSITION,6.152513253315078,S1,S3,S1,S2,0,0,0.0,12
2025.03.17startup_a,startup_a,20250317,3559.0,INTERIOR_OTHER,0.6853792211333953,S1,S3,,S2,0,0,,12
2025.03.17startup_a,startup_a,20250317,3646.0,INTERIOR_OTHER,0.7784959628801005,S3,S3,,S2,0,0,,12
2025.03.17startup_a,startup_a,20250317,3708.0,TRANSITION,8.986559892434691,S3,S3,S3,S2,0,0,0.0,12
2025.03.17startup_a,startup_a,20250317,4710.0,INTERIOR_OTHER,15.235490144191068,S3,S1,S3,S2,0,0,0.0,12
2025.03.17startup_a,startup_a,20250317,4727.0,TRANSITION,12.47792441268421,S1,S1,,S2,0,0,,12
2025.03.17startup_a,startup_a,20250317,5067.0,TRANSITION,13.490748571125046,S5,S1,,S2,0,0,,12
2025.03.17startup_a,startup_a,20250317,5112.0,TRANSITION,14.211711903251874,S5,S3,S1,S2,0,0,0.0,12
2025.03.25startup_a,startup_a,20250325,229.0,INTERIOR_OTHER,-10.221109277103055,S1,S1,,S2,0,0,,13
2025.03.25startup_a,startup_a,20250325,301.0,INTERIOR_OTHER,21.578206610145255,S1,S2,S1,S2,0,1,0.0,13
2025.03.25startup_a,startup_a,20250325,339.0,TRANSITION,7.514573303341802,S5,S5,,S2,0,0,,13
2025.03.25startup_a,startup_a,20250325,377.0,TRANSITION,3.6268692048524755,S5,S5,S5,S2,0,0,0.0,13
2025.03.25startup_a,startup_a,20250325,418.0,TRANSITION,16.216014001239788,S2,S5,,S2,1,0,,13
2025.03.25startup_a,startup_a,20250325,465.0,TRANSITION,7.791349274934358,S5,S5,S5,S2,0,0,0.0,13
2025.03.25startup_a,startup_a,20250325,491.0,INTERIOR_OTHER,-15.268818146747659,S5,S5,,S2,0,0,,13
2025.03.25startup_a,startup_a,20250325,749.0,TRANSITION,11.84397673524639,S5,S5,,S2,0,0,,13
2025.03.25startup_a,startup_a,20250325,1030.0,TRANSITION,6.951972876038717,S5,S5,,S2,0,0,,13
2025.03.25startup_a,startup_a,20250325,1760.0,TRANSITION,19.533072470014528,S5,S1,S5,S2,0,0,0.0,13
2025.03.25startup_a,startup_a,20250325,1888.0,TRANSITION,4.134706525150843,S5,S2,S5,S2,0,1,0.0,13
2025.03.25startup_a,startup_a,20250325,1935.0,INTERIOR_HANDOFF,10.11845307143199,S5,S5,,S2,0,0,,13
2025.03.25startup_a,startup_a,20250325,2117.0,TRANSITION,-0.33754672179110656,S2,S2,S2,S2,1,1,1.0,13
2025.03.25startup_a,startup_a,20250325,2191.0,TRANSITION,15.12284237420059,S2,S2,S2,S2,1,1,1.0,13
2025.03.25startup_a,startup_a,20250325,2228.0,TRANSITION,12.521498728673667,S5,S5,,S2,0,0,,13
2025.03.25startup_a,startup_a,20250325,2244.0,TRANSITION,8.140692676051973,S5,S2,,S2,0,1,,13
2025.03.25startup_a,startup_a,20250325,2563.0,INTERIOR_HANDOFF,7.9582102345487336,S5,S2,S2,S2,0,1,1.0,13
2025.03.25startup_a,startup_a,20250325,2700.0,TRANSITION,19.61405526599579,S2,S2,,S2,1,1,,13
2025.03.25startup_a,startup_a,20250325,2852.0,INTERIOR_OTHER,3.6855488636424205,S2,S2,,S2,1,1,,13
2025.03.25startup_a,startup_a,20250325,3375.0,INTERIOR_OTHER,-0.26056221512397926,S2,S2,S2,S2,1,1,1.0,13
2025.03.25startup_a,startup_a,20250325,3499.0,INTERIOR_HANDOFF,8.262285049602408,S5,S2,S5,S2,0,1,0.0,13
2025.03.25startup_a,startup_a,20250325,3614.0,INTERIOR_OTHER,10.874091096067918,S5,S2,S5,S2,0,1,0.0,13
2025.03.25startup_a,startup_a,20250325,3648.0,INTERIOR_OTHER,10.336629745694584,S2,S5,,S2,1,0,,13
2025.03.25startup_a,startup_a,20250325,3681.0,TRANSITION,17.62307375432926,S1,S2,S2,S2,0,1,1.0,13
2025.03.25startup_a,startup_a,20250325,3770.0,TRANSITION,10.290391265726168,S5,S5,S5,S2,0,0,0.0,13
2025.03.25startup_a,startup_a,20250325,3835.0,INTERIOR_OTHER,13.065955181868194,S5,S2,,S2,0,1,,13
2025.03.25startup_a,startup_a,20250325,3874.0,INTERIOR_HANDOFF,9.578175199420027,S5,S2,,S2,0,1,,13
2025.03.25startup_a,startup_a,20250325,3893.0,INTERIOR_OTHER,-3.111583725015006,S2,S2,S2,S2,1,1,1.0,13
2025.03.25startup_a,startup_a,20250325,4266.0,INTERIOR_OTHER,7.285907746487226,S5,S2,S2,S2,0,1,1.0,13
2025.03.25startup_a,startup_a,20250325,4347.0,TRANSITION,0.7834566187310195,S2,S2,,S2,1,1,,13
2025.03.25startup_a,startup_a,20250325,4777.0,TRANSITION,12.097422729557895,S5,S2,S2,S2,0,1,1.0,13
2025.03.25startup_a,startup_a,20250325,4959.0,TRANSITION,15.973922771825979,S2,S2,S2,S2,1,1,1.0,13
2025.03.31startup_a,startup_a,20250331,286.0,INTERIOR_OTHER,-3.0142434876875264,S1,S1,,S2,0,0,,14
2025.03.31startup_a,startup_a,20250331,335.0,TRANSITION,5.5320537337619164,S1,S1,S1,S2,0,0,0.0,14
2025.03.31startup_a,startup_a,20250331,384.0,INTERIOR_OTHER,-14.675674011917591,S2,S2,S2,S2,1,1,1.0,14
2025.03.31startup_a,startup_a,20250331,424.0,INTERIOR_OTHER,-1.657839752704227,S2,S2,,S2,1,1,,14
2025.03.31startup_a,startup_a,20250331,471.0,INTERIOR_OTHER,6.078357519447174,S1,S2,S1,S2,0,1,0.0,14
2025.03.31startup_a,startup_a,20250331,526.0,INTERIOR_HANDOFF,16.91204485798685,S1,S1,S1,S2,0,0,0.0,14
2025.03.31startup_a,startup_a,20250331,561.0,TRANSITION,21.36649949304801,S4,S4,,S2,0,0,,14
2025.03.31startup_a,startup_a,20250331,648.0,INTERIOR_OTHER,8.98465004470895,S1,S1,,S2,0,0,,14
2025.03.31startup_a,startup_a,20250331,1317.0,TRANSITION,8.030265441254642,S1,S1,S1,S2,0,0,0.0,14
2025.03.31startup_a,startup_a,20250331,1417.0,INTERIOR_HANDOFF,2.729677642801807,S2,S1,S1,S2,1,0,0.0,14
2025.03.31startup_a,startup_a,20250331,1651.0,TRANSITION,8.274203199603178,S1,S2,,S2,0,1,,14
2025.03.31startup_a,startup_a,20250331,2320.0,TRANSITION,7.339623828892634,S1,S2,S2,S2,0,1,1.0,14
2025.03.31startup_a,startup_a,20250331,2373.0,TRANSITION,2.189345451088059,S1,S1,,S2,0,0,,14
2025.03.31startup_a,startup_a,20250331,3454.0,INTERIOR_OTHER,4.467121325668273,S5,S5,,S2,0,0,,14
2025.03.31startup_a,startup_a,20250331,3528.0,INTERIOR_OTHER,10.018444615884675,S1,S2,S2,S2,0,1,1.0,14
2025.03.31startup_a,startup_a,20250331,3970.0,INTERIOR_HANDOFF,14.241711612673683,S2,S1,S1,S2,1,0,0.0,14
2025.03.31startup_a,startup_a,20250331,4029.0,TRANSITION,22.20469847947129,S1,S2,S1,S2,0,1,0.0,14
2025.03.31startup_a,startup_a,20250331,4052.0,INTERIOR_HANDOFF,15.017482171939804,S1,S5,,S2,0,0,,14
2025.03.31startup_a,startup_a,20250331,4280.0,TRANSITION,12.689347212102362,S1,S1,S2,S2,0,0,1.0,14
2025.03.31startup_a,startup_a,20250331,4665.0,TRANSITION,13.15885065293027,S2,S1,S2,S2,1,0,1.0,14
2025.03.31startup_a,startup_a,20250331,4704.0,INTERIOR_OTHER,4.016272068994645,S1,S1,,S2,0,0,,14
2025.03.31startup_a,startup_a,20250331,4858.0,INTERIOR_OTHER,-0.04435975986692142,S2,S2,S2,S2,1,1,1.0,14
2025.03.31startup_a,startup_a,20250331,5051.0,INTERIOR_HANDOFF,17.657873347938455,S5,S1,S5,S2,0,0,0.0,14
2025.04.07startup_a,startup_a,20250407,110.0,TRANSITION,14.031061298763078,S4,S1,,S2,0,0,,15
2025.04.07startup_a,startup_a,20250407,276.0,INTERIOR_OTHER,4.505598955394618,S4,S4,,S2,0,0,,15
2025.04.07startup_a,startup_a,20250407,320.0,INTERIOR_HANDOFF,26.445682251443046,S2,S2,,S2,1,1,,15
2025.04.07startup_a,startup_a,20250407,510.0,TRANSITION,19.971298524690297,S1,S1,,S2,0,0,,15
2025.04.07startup_a,startup_a,20250407,571.0,TRANSITION,25.00979650348212,S1,S1,,S2,0,0,,15
2025.04.07startup_a,startup_a,20250407,590.0,INTERIOR_HANDOFF,21.34882704988531,S2,S1,S2,S2,1,0,1.0,15
2025.04.07startup_a,startup_a,20250407,620.0,INTERIOR_OTHER,18.18266175403337,S1,S2,S1,S2,0,1,0.0,15
2025.04.07startup_a,startup_a,20250407,1191.0,INTERIOR_OTHER,11.228375069763985,S4,S1,S4,S2,0,0,0.0,15
2025.04.07startup_a,startup_a,20250407,1519.0,TRANSITION,14.352239504765308,S2,S4,S4,S2,1,0,0.0,15
2025.04.07startup_a,startup_a,20250407,1715.0,TRANSITION,31.803387100517405,S2,S4,,S2,1,0,,15
2025.04.07startup_a,startup_a,20250407,1743.0,INTERIOR_HANDOFF,35.177149182937384,S1,S2,S1,S2,0,1,0.0,15
2025.04.07startup_a,startup_a,20250407,1781.0,INTERIOR_HANDOFF,34.90027348506282,S4,S1,,S2,0,0,,15
2025.04.07startup_a,startup_a,20250407,1963.0,TRANSITION,11.743529947628232,S1,S2,S2,S2,0,1,1.0,15
2025.04.07startup_a,startup_a,20250407,2229.0,INTERIOR_OTHER,0.4841170286535075,S2,S2,S2,S2,1,1,1.0,15
2025.04.07startup_a,startup_a,20250407,2292.0,TRANSITION,14.747077139534085,S1,S2,S1,S2,0,1,0.0,15
2025.04.07startup_a,startup_a,20250407,2530.0,INTERIOR_OTHER,7.033106054447707,S2,S2,,S2,1,1,,15
2025.04.07startup_a,startup_a,20250407,2570.0,TRANSITION,14.379530892798513,S2,S1,S2,S2,1,0,1.0,15
2025.04.07startup_a,startup_a,20250407,2970.0,TRANSITION,6.758922090863621,S1,S1,,S2,0,0,,15
2025.04.07startup_a,startup_a,20250407,2988.0,INTERIOR_OTHER,11.69973635980373,S2,S1,S1,S2,1,0,0.0,15
2025.04.07startup_a,startup_a,20250407,3019.0,INTERIOR_HANDOFF,19.111733352869607,S2,S1,,S2,1,0,,15
2025.04.07startup_a,startup_a,20250407,3368.0,TRANSITION,8.13983271224535,S2,S1,S2,S2,1,0,1.0,15
2025.04.07startup_a,startup_a,20250407,3494.0,INTERIOR_OTHER,-6.435238154518416,S1,S1,,S2,0,0,,15
2025.04.07startup_a,startup_a,20250407,3603.0,TRANSITION,12.480510066886318,S2,S2,S2,S2,1,1,1.0,15
2025.04.07startup_a,startup_a,20250407,3676.0,INTERIOR_HANDOFF,20.008700021440674,S2,S2,,S2,1,1,,15
2025.04.07startup_a,startup_a,20250407,3785.0,INTERIOR_OTHER,9.897852557872483,S2,S1,S1,S2,1,0,0.0,15
2025.04.07startup_a,startup_a,20250407,3830.0,INTERIOR_HANDOFF,17.65518637887441,S1,S1,,S2,0,0,,15
2025.04.07startup_a,startup_a,20250407,3974.0,INTERIOR_HANDOFF,13.10356055949859,S1,S1,,S2,0,0,,15
2025.04.07startup_a,startup_a,20250407,4389.0,TRANSITION,1.8654446806709153,S2,S1,S1,S2,1,0,0.0,15
2025.04.07startup_a,startup_a,20250407,4435.0,TRANSITION,-8.122530776994328,S1,S1,,S2,0,0,,15
2025.04.07startup_a,startup_a,20250407,5027.0,TRANSITION,13.737232313008988,S2,S2,,S2,1,1,,15
2025.04.07startup_a,startup_a,20250407,5083.0,INTERIOR_OTHER,-14.295207805087443,S2,S1,S1,S2,1,0,0.0,15
2025.04.14startup_a,startup_a,20250414,339.0,TRANSITION,12.074221332860215,S1,S1,,S2,0,0,,16
2025.04.14startup_a,startup_a,20250414,386.0,INTERIOR_HANDOFF,22.226306031933905,S2,S1,S2,S2,1,0,1.0,16
2025.04.14startup_a,startup_a,20250414,501.0,INTERIOR_OTHER,11.463942551563118,S2,S2,S2,S2,1,1,1.0,16
2025.04.14startup_a,startup_a,20250414,560.0,TRANSITION,16.54819312503398,S2,S1,S2,S2,1,0,1.0,16
2025.04.14startup_a,startup_a,20250414,585.0,INTERIOR_OTHER,0.35473367711955106,S2,S2,,S2,1,1,,16
2025.04.14startup_a,startup_a,20250414,678.0,INTERIOR_OTHER,1.9134534306881967,S2,S2,,S2,1,1,,16
2025.04.14startup_a,startup_a,20250414,721.0,TRANSITION,17.373865219863138,S2,S2,,S2,1,1,,16
2025.04.14startup_a,startup_a,20250414,773.0,TRANSITION,29.1641261589474,S1,S2,S1,S2,0,1,0.0,16
2025.04.14startup_a,startup_a,20250414,1378.0,TRANSITION,22.21370590130773,S4,S1,S4,S2,0,0,0.0,16
2025.04.14startup_a,startup_a,20250414,2187.0,INTERIOR_OTHER,9.513440787739984,S4,S1,,S2,0,0,,16
2025.04.14startup_a,startup_a,20250414,2243.0,INTERIOR_HANDOFF,21.648468877327655,S1,S1,,S2,0,0,,16
2025.04.14startup_a,startup_a,20250414,3052.0,TRANSITION,8.718566806010056,S1,S4,S1,S2,0,0,0.0,16
2025.04.14startup_a,startup_a,20250414,3121.0,INTERIOR_OTHER,18.42951279528776,S1,S4,,S2,0,0,,16
2025.04.14startup_a,startup_a,20250414,3555.0,INTERIOR_OTHER,11.573395346339264,S4,S1,S4,S2,0,0,0.0,16
2025.04.14startup_a,startup_a,20250414,3617.0,INTERIOR_OTHER,10.989496715116243,S4,S1,,S2,0,0,,16
2025.04.14startup_a,startup_a,20250414,4389.0,INTERIOR_HANDOFF,21.652034431634444,S4,S4,S1,S2,0,0,0.0,16
2025.04.14startup_a,startup_a,20250414,4450.0,TRANSITION,24.706973602560435,S1,S2,S1,S2,0,1,0.0,16
2025.04.14startup_a,startup_a,20250414,4696.0,INTERIOR_OTHER,15.59956185307097,S2,S1,S1,S2,1,0,0.0,16
2025.04.14startup_a,startup_a,20250414,4840.0,INTERIOR_OTHER,10.09994905893458,S2,S1,S2,S2,1,0,1.0,16
2025.04.14startup_a,startup_a,20250414,5045.0,INTERIOR_OTHER,22.55850512562476,S2,S1,,S2,1,0,,16
2025.04.14startup_a,startup_a,20250414,5205.0,INTERIOR_HANDOFF,23.592286306538465,S1,S4,S1,S2,0,0,0.0,16
2025.04.14startup_a,startup_a,20250414,5244.0,TRANSITION,30.077026846936075,S1,S4,S4,S2,0,0,0.0,16
2025.04.14startup_a,startup_a,20250414,5416.0,INTERIOR_OTHER,-4.014468353711813,S4,S1,S1,S2,0,0,0.0,16
2025.04.14startup_a,startup_a,20250414,5630.0,INTERIOR_HANDOFF,21.595732770221527,S4,S1,,S2,0,0,,16
2024.10.14startup_b,startup_b,20241014,142.0,INTERIOR_HANDOFF,-6.36929898114478,S1,S2,S1,S2,0,1,0.0,0
2024.10.14startup_b,startup_b,20241014,217.0,TRANSITION,12.092582566129174,S2,S1,S2,S2,1,0,1.0,0
2024.10.14startup_b,startup_b,20241014,345.0,INTERIOR_HANDOFF,8.292762217153914,S3,S1,,S2,0,0,,0
2024.10.14startup_b,startup_b,20241014,527.0,INTERIOR_HANDOFF,16.935310503582222,S3,S2,,S2,0,1,,0
2024.10.14startup_b,startup_b,20241014,568.0,TRANSITION,23.27306796486301,S3,S3,S3,S2,0,0,0.0,0
2024.10.14startup_b,startup_b,20241014,585.0,TRANSITION,13.852487553098143,S4,S1,S3,S2,0,0,0.0,0
2024.10.14startup_b,startup_b,20241014,645.0,INTERIOR_HANDOFF,11.768167997584385,S2,S1,,S2,1,0,,0
2024.10.14startup_b,startup_b,20241014,694.0,TRANSITION,17.48402092601019,S2,S3,,S2,1,0,,0
2024.10.14startup_b,startup_b,20241014,739.0,TRANSITION,4.587068828255838,S4,S3,S1,S2,0,0,0.0,0
2024.10.14startup_b,startup_b,20241014,856.0,TRANSITION,-3.9867787750157575,S1,S1,S1,S2,0,0,0.0,0
2024.10.14startup_b,startup_b,20241014,922.0,INTERIOR_OTHER,13.554500332860918,S3,S2,,S2,0,1,,0
2024.10.14startup_b,startup_b,20241014,976.0,TRANSITION,36.11275108342165,S4,S2,S4,S2,0,1,0.0,0
2024.10.14startup_b,startup_b,20241014,1076.0,INTERIOR_HANDOFF,22.526186655665548,S1,S4,S4,S2,0,0,0.0,0
