mid,bin,entropy_g,det_g,rmse_g,gini_words,gini_turns,part_entropy,top_share,turnlen_disp,n_active,net_central,eig_central,inout_asym
2024.10.14startup_b,3420,50.24677735299148,60.45098026122272,9.617335487116904,0.07407407407407418,0.14814814814814814,1.5706677848757065,0.39869281045751637,0.11540443070582174,3,1.0,0.7071067811865476,0.0
2024.10.14startup_b,3510,65.86484295566771,38.63423302985162,8.675153607003692,0.4081196581196582,0.27083333333333326,1.5751645907510268,0.5683760683760684,0.19659999999999989,4,0.5238095238095237,0.6226587723624806,0.42857142857142855
2024.10.14startup_b,3600,59.057395919439166,56.443281538804484,8.513929031394186,0.3857758620689655,0.25,1.5979655276416134,0.5948275862068966,0.17703619909502266,4,0.6666666666666667,0.6875417154404331,0.2222222222222222
2024.10.14startup_b,3690,50.82975927580746,50.84056067878356,10.039843302989768,0.4874429223744292,0.2749999999999999,1.3119652891630271,0.5662100456621004,0.35945454545454525,4,0.5789473684210527,0.663652095921573,0.15789473684210525
2024.10.14startup_b,3780,38.3344613691066,75.21238392973927,9.32514931991721,0.6212574850299402,0.32692307692307687,0.9060172649544701,0.8083832335329342,0.46323529411764697,4,1.0,0.7071067811865476,0.0
2024.10.14startup_b,3870,19.623018576353754,92.54674819272239,6.468356033862653,0.602768903088392,0.2962962962962963,0.46530919914685914,0.9073482428115016,0.5541211519364448,3,1.0,0.7071067811865476,0.14285714285714285
2024.10.14startup_b,3960,3.032721446144939,96.47855578966127,4.717072960427064,0.4928571428571429,0.16666666666666674,0.061191523312341185,0.9928571428571429,0.4858156028368794,2,,0.7071067811865476,1.0
2024.10.14startup_b,4050,12.826335587658772,93.12918315773368,4.779801954661594,0.6212121212121213,0.22222222222222232,0.3336799723459882,0.95,0.5609584214235377,3,1.0,0.7071067811865476,0.14285714285714285
2024.10.14startup_b,4140,55.664268092766115,66.26127400829225,8.373428375894424,0.30813953488372103,0.28333333333333344,1.7230455916323049,0.45348837209302323,0.2867316341829089,4,1.0,0.7071067811865476,0.14285714285714285
2024.10.14startup_b,4230,49.566700967640365,60.33058339889347,10.51798588705632,0.2790697674418605,0.11111111111111116,1.3604192390298169,0.5232558139534884,0.26563598032326063,3,0.4545454545454547,0.6506801591364301,0.09090909090909091
2024.10.14startup_b,4320,40.76978239727884,67.37671312060056,11.49341742267738,0.5679190751445087,0.28125,1.0985206153678002,0.7456647398843931,0.48333333333333317,4,0.6000000000000001,0.6661513333075345,0.2
2024.10.14startup_b,4410,56.10527399104122,24.513271240940327,12.582631580036756,0.290983606557377,0.25,1.7978952331909546,0.45081967213114754,0.1478494623655915,4,0.8999999999999999,0.6987189163893475,0.1
2024.10.14startup_b,4500,68.13694146021804,29.84791982349811,9.425968482919988,0.15909090909090917,0.05769230769230771,1.940563531079832,0.35406698564593303,0.10553555355535549,4,0.12000000000000005,0.552326515611746,0.44
2024.10.14startup_b,4590,60.1768526221595,69.08256443817284,14.144025008082492,0.2787081339712918,0.044117647058823595,1.8126670051934897,0.44976076555023925,0.2321240799158779,4,0.125,0.5469539899344432,0.5
2024.10.14startup_b,4680,71.21318896606697,23.79189657580307,8.074900858150226,0.2006726457399104,0.21551724137931028,1.849064154626017,0.34080717488789236,0.12420824140630549,4,0.4285714285714286,0.611841511311718,0.21428571428571427
2024.10.14startup_b,4770,62.84943682883406,31.04971525755303,9.728799445422046,0.3949704142011834,0.2727272727272727,1.5488614536760252,0.5029585798816568,0.2808880308880308,4,0.8095238095238095,0.6891704065147175,0.23809523809523808
2024.10.14startup_b,4860,57.24047250606452,53.601419069896686,13.599978356413466,0.4819148936170212,0.2749999999999999,1.3624632423255651,0.676595744680851,0.27679474216380195,4,0.47368421052631576,0.6259090259193819,0.15789473684210525
2024.10.14startup_b,4950,56.7062041492348,60.225880692902464,9.545373978114625,0.36868686868686873,0.2777777777777777,1.633743206502941,0.48484848484848486,0.22443841982958945,4,0.411764705882353,0.6153556360889338,0.17647058823529413
2024.10.14startup_b,5040,53.05758697159445,65.37872936975447,9.150748374294729,0.48774509803921573,0.13461538461538458,1.323407498864503,0.5735294117647058,0.44859813084112155,4,0.33333333333333326,0.6312648569250393,0.3333333333333333
2024.10.14startup_b,5130,55.994334946509014,48.029878242959846,9.765912045470829,0.44597069597069594,0.2857142857142858,1.4729796545654423,0.6410256410256411,0.18147208121827396,4,1.0,0.7071067811865477,0.07692307692307693
2024.10.14startup_b,5220,27.21197262482838,91.90244077679932,5.5675998106254445,0.5873715124816448,0.19047619047619047,0.5407097537331474,0.8986784140969163,0.5446808510638297,3,0.5,0.6738873386790493,0.3333333333333333
2024.10.14startup_b,5310,13.734289018315629,95.44329517668072,4.187542710224339,0.5946666666666667,0.2857142857142858,0.4886210790114675,0.916,0.4829210836277975,3,1.0,0.7071067811865477,0.0
2024.10.14startup_b,5400,33.0859778286819,89.17031737844383,6.5688339488166205,0.4453125,0.125,1.45887188401696,0.5546875,0.37637362637362637,4,0.4545454545454546,0.6362583839446572,0.09090909090909091
2024.10.25startup_a,0,22.460743115249027,92.07360689633161,5.547826196108757,0.5478036175710594,0.3030303030303032,0.7168563468643068,0.8449612403100775,0.3978142076502733,3,1.0,0.7071067811865476,0.1111111111111111
2024.10.25startup_a,90,25.22411435247321,94.8395357502962,4.287474906890254,0.42380952380952386,0.22222222222222232,1.0599515732994593,0.75,0.3049645390070923,3,1.0,0.7071067811865475,0.14285714285714285
2024.10.25startup_a,180,30.138205855114535,92.78636142918674,4.344217279895611,0.4209150326797386,0.0,1.1141336104667192,0.7058823529411765,0.4209150326797386,3,1.0,0.7071067811865476,1.0
2024.10.25startup_a,270,26.27313035337385,94.80107676183262,3.4034938031260618,0.586894586894587,0.22222222222222232,0.4874157083714884,0.9188034188034188,0.5188067444876785,3,0.25,0.6279630301995544,0.5
2024.10.25startup_a,360,30.451516232957854,79.11000441606402,13.931776038948362,0.5449735449735451,0.25,0.725641811512845,0.8333333333333334,0.46746987951807273,3,1.0,0.7071067811865476,0.14285714285714285
2024.10.25startup_a,450,44.069190872208246,87.83339337316733,4.892705024420999,0.14700854700854715,0.08333333333333348,1.5204098010785705,0.4205128205128205,0.2372881355932206,3,0.5714285714285714,0.6644391818683895,0.42857142857142855
