feature,a,b,mean_a,mean_b,p,q,sig
det_slope,TRANSITION,INTERIOR_HANDOFF,-0.22188585751460246,-0.25576572392510943,0.2034307034479279,0.2034307034479279,
det_slope,TRANSITION,INTERIOR_OTHER,-0.22188585751460246,-0.0679967231090517,0.00010288398487335894,0.00015432597731003842,***
det_slope,INTERIOR_HANDOFF,INTERIOR_OTHER,-0.25576572392510943,-0.0679967231090517,7.98536412832744e-06,2.395609238498232e-05,***
