mid,stage,dur_s,entropy,det,rmse,reorg_rate,secs
2024.12.09startup_a,todo,642.0,40.54909325615114,76.21799027132,7.621643296112292,2.1806853582554515,642
2024.12.09startup_a,ids,3329.0,35.69012444982981,81.98757296047555,7.077296422334116,2.102733553619706,3329
2024.12.09startup_a,conclude,127.0,55.3943293980412,62.27457277509325,6.8240847828438636,0.0,95
2024.12.13startup_a,segue,385.0,32.675401055212006,91.46478964302797,4.71591186705991,0.0,385
2024.12.13startup_a,scorecard,85.0,51.49430941197375,91.89601184768078,3.096565492024598,0.0,85
2024.12.13startup_a,rock_review,290.0,43.3960661300789,83.35746705745007,7.1281141656174,8.275862068965518,290
2024.12.13startup_a,todo,974.0,48.015405770101516,83.1731924095618,7.349136832507574,4.209445585215605,974
2024.12.13startup_a,ids,2900.0,41.079059230775464,82.3166311399472,6.906755351189022,4.172413793103448,2900
2024.12.13startup_a,conclude,329.0,57.92772280280544,68.36265744033231,10.051352449339582,7.094594594594595,296
2024.12.16startup_b,segue,695.0,35.33534304808402,71.52291983883859,9.963608569908025,3.8863976083707024,669
2024.12.16startup_b,headlines,105.0,25.615285416561402,88.94056012983914,7.400896030881028,0.0,105
2024.12.16startup_b,scorecard,80.0,30.812735670778864,90.52987339660977,5.012144230355753,0.0,80
2024.12.16startup_b,rock_review,124.0,45.84943809313255,72.86605757348129,11.015404107616096,1.6129032258064515,124
2024.12.16startup_b,todo,1903.0,39.515632769350844,80.73038179390215,7.503226069564209,1.8917498686284815,1903
2024.12.16startup_b,ids,2241.0,42.05303200996042,73.48701051578487,8.844891531879664,4.328424810352521,2241
2024.12.16startup_b,conclude,136.0,52.639538157627754,50.461924233642186,12.939984916393419,7.8431372549019605,102
2024.12.23startup_a,segue,381.0,29.205098516752663,89.7699647164439,7.791753152985816,7.086614173228346,381
2024.12.23startup_a,scorecard,281.0,22.941313088171086,93.17036940829938,4.843715102743045,0.0,281
2024.12.23startup_a,rock_review,369.0,31.162659334094712,91.89923168591677,4.235103172372579,0.0,369
2024.12.23startup_a,todo,731.0,37.34819980972215,83.61182666464552,7.068568877962513,3.9671682626538987,731
2024.12.23startup_a,ids,3457.0,32.37695324890909,82.39188150279645,6.713573249205228,4.194388197859416,3457
2024.12.23startup_a,conclude,91.0,55.47314445013062,72.49342418427734,10.440097098265351,5.172413793103448,58
2024.12.23startup_b,segue,248.0,21.750084021013905,84.29278572841338,9.617591950143764,12.903225806451612,248
2024.12.23startup_b,scorecard,362.0,37.75155373851212,76.08385898246945,9.668009441619635,3.0386740331491713,362
2024.12.23startup_b,rock_review,167.0,40.37394347895741,75.26801201451723,10.550051778228545,2.3952095808383236,167
2024.12.23startup_b,todo,1725.0,32.868943033920125,82.51722467169384,7.091513905352664,2.2608695652173916,1725
2024.12.23startup_b,ids,2776.0,32.87732011510314,79.90937817718064,7.58283197395328,3.170028818443804,2776
2024.12.23startup_b,conclude,117.0,45.876996105517556,48.21792438421244,12.388636635882218,8.433734939759036,83
2025.01.06startup_a,segue,495.0,38.600289245300374,86.10767176967914,6.701354657670579,3.8383838383838382,495
2025.01.06startup_a,scorecard,175.0,36.640096513887784,92.75615210885124,4.704549824336773,1.7142857142857144,175
2025.01.06startup_a,rock_review,114.0,20.923402363328865,96.7968690258288,3.087091263120847,0.0,114
2025.01.06startup_a,todo,217.0,35.966310714723164,89.94841691629789,7.130950314894946,9.216589861751153,217
2025.01.06startup_a,ids,4435.0,51.768178610891766,75.59588053726826,7.646114343399178,2.818489289740699,4435
2025.01.06startup_a,conclude,85.0,66.86249053391813,85.20179633560025,6.802136296077272,0.0,53
