mid,team,date,event_id,onset_s,window_s,label,l10_stage,entropy_slope,det_slope,switch_rate,turnlen_trend,question_density,gap_trend
2024.10.14startup_a,startup_a,20241014,0,210.0,90,1,segue,0.3417321132677419,0.022219484102221975,7.333333333333333,0.8461538461538461,0.08333333333333333,-0.3772727272727273
2024.10.14startup_a,startup_a,20241014,0,2320.0,90,0,ids,-0.05369950605774271,0.013788868348190684,0.0,,1.0,
2024.10.14startup_a,startup_a,20241014,0,5362.0,90,0,conclude,-0.042187305271875156,0.30299593616448717,5.333333333333333,2.0909090909090913,0.5,-0.7833333333333335
2024.10.14startup_a,startup_a,20241014,0,4806.0,90,0,ids,0.20492035408776033,0.011863943720861875,0.0,,0.5,
2024.10.14startup_a,startup_a,20241014,1,271.0,90,1,scorecard,-0.37046947726670626,0.3072340881080801,4.0,7.892857142857141,0.14285714285714285,0.7142857142857143
2024.10.14startup_a,startup_a,20241014,1,785.0,90,0,scorecard,0.5069986584743003,-0.45647674335910243,4.666666666666667,-1.773809523809522,0.5,-1.2142857142857149
2024.10.14startup_a,startup_a,20241014,1,753.0,90,0,scorecard,0.3073663652218111,-0.21698689213027253,0.6666666666666666,,1.0,
2024.10.14startup_a,startup_a,20241014,1,714.0,90,0,scorecard,-0.21349811010221986,0.16025517781180143,1.3333333333333333,,0.3333333333333333,
2024.10.14startup_a,startup_a,20241014,2,318.0,90,1,scorecard,0.24759967192480545,-0.37634068390341624,2.6666666666666665,-15.299999999999994,0.8,
2024.10.14startup_a,startup_a,20241014,2,713.0,90,0,scorecard,-0.21913980841291247,0.15182074842419943,1.3333333333333333,,0.3333333333333333,
2024.10.14startup_a,startup_a,20241014,2,715.0,90,0,scorecard,-0.20778093615024426,0.1686757968877923,1.3333333333333333,,0.3333333333333333,
2024.10.14startup_a,startup_a,20241014,2,742.0,90,0,scorecard,0.13328465058241054,-0.004186529517657093,2.0,6.700000000000003,0.6,
2024.10.14startup_a,startup_a,20241014,3,359.0,90,1,scorecard,0.001374287537545275,-0.25946180918734724,6.666666666666667,-1.6727272727272717,0.45454545454545453,0.1333333333333334
