feature,kruskal_H,kruskal_p,mean_TRANSITION,mean_INTERIOR_HANDOFF,mean_INTERIOR_OTHER
entropy_slope,14.387914851281039,0.0007511107660679945,0.16372234030355115,0.18113514920060064,0.061252920950417206
det_slope,7.341595649593273,0.025456152293268353,-0.22602215174283535,-0.16676102181074742,-0.09174628797737061
switch_rate,37.38905824563214,7.604473664141613e-09,6.703947368421052,5.2592592592592595,5.110429447852761
turnlen_trend,31.242785000635976,1.643294635349462e-07,0.7013494751892235,1.7373121684230335,2.3157404234440584
question_density,6.9544972813239685,0.0308922900035062,0.3502217368476286,0.37902256180033955,0.3821911137501177
