feature,a,b,mean_a,mean_b,p,q,sig
entropy_slope,TRANSITION,INTERIOR_HANDOFF,0.16372234030355115,0.18113514920060064,0.6180454634515606,0.6180454634515606,
entropy_slope,TRANSITION,INTERIOR_OTHER,0.16372234030355115,0.061252920950417206,0.0006138693844898873,0.000920804076734831,***
entropy_slope,INTERIOR_HANDOFF,INTERIOR_OTHER,0.18113514920060064,0.061252920950417206,0.0004640078395110936,0.000920804076734831,***
