mid,bin,entropy_g,det_g,rmse_g,liwc_lsm,liwc_posemo,liwc_negemo,liwc_cogproc
2024.10.14startup_a,2430,51.28449918688848,70.13804371153888,10.271470244078309,0.5675376084895833,0.0253968253968254,0.004966717869943676,0.24665329692211413
2024.10.14startup_a,2520,48.1619029269599,78.00341302181687,5.754685054564943,0.5122892275791336,0.05920634920634921,0.0,0.11865842490842489
2024.10.14startup_a,2610,44.50699876993407,83.74652120734541,6.3440425500411015,0.39150574712623915,0.01814832632804983,0.01497906855049712,0.16081444157481023
2024.10.14startup_a,2700,28.299771493405185,87.36998888075549,6.069269170861787,0.3206163739765346,0.15606975184439972,0.007023809523809524,0.16927301906678163
2024.10.14startup_a,2790,39.7182792990592,75.84082646898464,9.816988372821516,0.38127583539644794,0.03417103729603729,0.010511363636363636,0.23437291874791877
2024.10.14startup_a,2880,44.47532478403939,78.90435157781516,9.597973375237165,0.525642736525101,0.014199283862205212,0.0,0.2287700238225791
2024.10.14startup_a,2970,46.436049946798924,74.77972213925774,6.164943196273456,0.6284004087683099,0.027898550724637684,0.0,0.2587176054829728
2024.10.14startup_a,3060,20.199320436990874,96.59981258448717,4.005376234900529,0.7643369667867325,0.022509578544061302,0.009818007662835249,0.2652888299440024
2024.10.14startup_a,3150,36.60380333942176,86.77318912750968,6.3281730148729896,0.5292112470943194,0.03242000503905266,0.0017006802721088435,0.3586797682035778
2024.10.14startup_a,3240,56.10611641909665,83.63442076569095,4.902831056219685,0.40037414957767203,0.01171875,0.030669642857142857,0.3065742899972551
2024.10.14startup_a,3330,48.43110442755077,75.07020181535547,8.457710693336617,0.4582261214594663,0.019205363304742182,0.0031849103277674707,0.20048449221585865
2024.10.14startup_a,3420,32.50527383532802,81.91732049315416,6.48688844380436,0.4799651637608736,0.09427609427609428,0.00281986531986532,0.20359568882296156
2024.10.14startup_a,3510,35.39488436160848,87.11007196091171,5.503334008641629,0.481873281729162,0.013142895755845041,0.0035460992907801418,0.26644626485096085
2024.10.14startup_a,3600,39.488114242846635,82.25148217395295,7.233138925574137,0.5639926933537509,0.03603535353535354,0.02,0.21217754467754468
2024.10.14startup_a,3690,28.610405127869086,87.54405195715627,6.752064746565571,0.5410396667567969,0.0032051282051282055,0.0,0.1693019943019943
2024.10.14startup_a,3780,50.10340199817476,70.60408975544718,9.522792142093607,0.5315890840997668,0.02522847522847523,0.0,0.15399230399230399
2024.10.14startup_a,3870,23.10421126414441,94.13062656534008,4.985772595840653,0.47423338239034873,0.006944444444444444,0.007246376811594203,0.379981884057971
2024.10.14startup_a,3960,37.53311500931234,89.30376067258918,5.516846273359825,0.5000823311928732,0.012770119225037258,0.021645021645021644,0.19600025429943463
2024.10.14startup_a,4140,33.24654106338483,82.00874364428988,8.705033663713955,0.4669801490241697,0.05110313662945241,0.006666666666666667,0.3630356193514088
2024.10.14startup_a,4230,25.330594925177675,79.52677932009863,9.377252362652039,0.36838161161182736,0.08024691358024691,0.007936507936507936,0.48390652557319225
2024.10.14startup_a,4320,40.68742877834572,75.36367280123751,6.926994819309089,0.4026252055671993,0.13833546189868026,0.020202020202020204,0.2816622713174437
2024.10.14startup_a,4410,51.242886579907484,69.87052576419597,11.961432460180292,0.353891059728288,0.02420968387354942,0.09773909563825531,0.2536937199122073
2024.10.14startup_a,4500,40.40432974817665,84.7322401391578,6.078394336332063,0.5095964962348359,0.1272727272727273,0.0,0.0700995461865027
2024.10.14startup_a,4590,35.4956739524233,90.12241301370202,4.464540240107356,0.6759682065285757,0.0844047619047619,0.03,0.1231547619047619
2024.10.14startup_a,4680,13.569518820348836,96.43953996912725,4.382591096663569,0.43934132872384146,0.0016233766233766235,0.02967063057424503,0.21587847720639758
2024.10.14startup_a,4770,21.659452470820405,96.56433504465491,4.09857642814962,0.6615622835288646,0.008971291866028708,0.022203947368421052,0.19794657097288676
2024.10.14startup_a,4860,44.73881752688232,77.54041676210704,4.57940573182259,0.3832547775584271,0.035555555555555556,0.0,0.23183978702083427
2024.10.14startup_a,4950,42.10599015137233,85.98320484311833,5.645340265337782,0.5539688447004716,0.10945054945054944,0.002197802197802198,0.15748126873126872
2024.10.14startup_a,5040,24.810164711819795,82.9847698069041,5.58803271044066,0.30775355279882616,0.22642973856209148,0.00889501633986928,0.15772189622975627
2024.10.14startup_a,5130,41.20570996483504,66.8924454205152,9.098666337744046,0.4319914097224478,0.010845295055821371,0.0,0.19105387135343452
2024.10.14startup_a,5220,44.98907763179103,80.07028788006059,5.080278880371943,0.379526586791184,0.0600581063309258,0.0012928248222365871,0.2410111365435909
2024.10.14startup_a,5310,39.194586898982614,91.83374113830511,4.613156960024418,0.4869697070343822,0.07408837408837408,0.0045045045045045045,0.0979179640469963
2024.10.14startup_a,5400,9.50154604285191,96.51309339993973,3.552863550315722,0.5591419190186929,0.057040736388562475,0.0018115942028985507,0.0777027027027027
2024.10.14startup_b,0,8.844358973432902,94.6938350380961,6.39042877260104,0.7222222222222222,0.36111111111111116,0.0,0.027777777777777776
2024.10.14startup_b,90,30.222543861451523,71.59496356860534,12.412305266847252,0.5196442483568632,0.1461352657004831,0.03333333333333333,0.23019323671497582
2024.10.14startup_b,180,53.29503201619282,40.2644701391406,24.510319141830188,0.4848214288089042,0.10769648119935242,0.00799266247379455,0.25074912668226856
2024.10.14startup_b,270,47.24880908511994,85.49442284998047,8.29815750143203,0.4999916059100539,0.11171698013803276,0.010185185185185184,0.14255340867182972
2024.10.14startup_b,360,19.773897283765795,95.37234652233664,3.962335933430889,0.43713863738833975,0.016059757236227823,0.0032679738562091504,0.25644257703081236
2024.10.14startup_b,450,49.90623947385214,82.86423401675137,8.746962257022291,0.6212219240077508,0.00690537084398977,0.0058823529411764705,0.10733164287141941
2024.10.14startup_b,540,60.0419238386101,56.610619884616234,12.150037855089845,0.4586103461721293,0.07121212121212121,0.0,0.19083000333000333
2024.10.14startup_b,630,55.39090337651679,59.090731934163884,12.137496789768296,0.5328308854725389,0.08405663281009543,0.007799322868574946,0.21171680093303036
2024.10.14startup_b,720,34.320353208184905,73.27014930596594,10.558204830075043,0.46487763032000295,0.12666666666666665,0.005210727969348659,0.15689854207095585
2024.10.14startup_b,810,32.61579854111522,83.9566876114439,7.470302883416491,0.4012659473376996,0.019065096110118303,0.00505050505050505,0.2609086177850399
2024.10.14startup_b,900,63.31280455618908,44.87839814058624,18.9784170963239,0.5103367431122734,0.009946236559139784,0.0,0.20974912790140493
